Age,Gender,Annual Income,Spending Score
52,0,120656,5
23,0,99386,81
22,1,41234,94
46,0,41662,59
48,0,49800,18
76,0,24709,60
42,0,157568,54
65,1,170242,83
88,0,176916,86
74,0,41069,33
65,1,171478,100
30,0,96382,27
42,0,118403,36
87,0,171292,14
24,0,145039,99
34,1,55135,98
63,0,179803,28
32,0,111167,35
83,0,36752,51
46,0,106482,34
67,0,62717,55
70,1,39347,96
67,0,105638,64
68,1,86403,27
30,0,35329,67
34,0,189397,49
78,0,100970,41
90,0,187044,67
31,0,173685,14
53,1,187471,15
36,1,190186,72
87,1,173899,41
38,1,46621,46
21,0,87985,81
45,0,59071,59
62,0,71258,89
60,0,36803,46
37,1,151560,77
47,1,50157,95
42,1,119926,19
85,0,138927,90
80,0,150500,70
74,0,119365,81
55,0,50390,97
35,1,117442,33
72,0,185281,22
90,1,22404,51
75,1,153498,92
63,1,79785,35
36,1,64153,46
43,0,29536,1
65,0,62316,30
66,0,165294,50
53,1,166203,97
76,0,104389,34
61,0,87586,41
79,1,175576,92
26,1,188458,83
37,0,181940,68
88,1,192737,47
44,1,135684,3
81,0,73387,3
43,1,151306,27
42,0,23990,63
51,0,194926,56
33,0,27486,50
33,0,128944,63
22,1,36422,55
55,0,154234,8
47,1,47559,70
58,0,182201,50
88,0,133049,16
30,0,139494,82
30,0,117896,1
82,0,113484,52
70,1,73664,93
54,0,160624,43
31,1,110888,77
62,1,31903,8
54,1,86123,31
54,1,168190,97
43,0,98369,62
78,0,164115,1
89,0,184962,63
72,1,110965,3
51,0,154496,58
86,1,116350,22
68,1,187641,75
71,1,96079,23
47,1,25500,27
35,0,151609,84
18,1,52474,28
41,0,23927,62
45,1,135370,71
59,1,184806,98
72,0,95231,1
59,0,193896,34
58,0,135561,89
88,1,80155,41
47,0,166807,21
90,1,197312,56
26,0,155760,96
86,0,147795,58
21,0,47994,74
70,0,38599,63
87,1,40832,26
19,0,41156,35
42,0,174547,60
37,1,149000,100
71,0,161860,52
41,0,25990,79
33,1,111360,83
21,0,109633,17
49,1,155667,100
67,0,109035,42
67,1,186580,76
90,1,169562,58
18,0,182836,74
47,1,132443,84
81,0,144966,19
37,0,49997,64
28,1,90005,19
49,0,146773,5
80,0,172268,57
50,1,84102,67
82,1,176073,73
81,0,179600,11
81,0,59089,97
58,1,189470,54
85,0,149588,78
18,0,97711,73
62,1,41646,69
65,0,196423,46
29,0,157989,56
24,0,145388,17
36,0,56886,99
66,0,195960,68
63,1,176809,15
56,1,97396,96
48,0,31536,55
18,0,150276,70
38,0,137292,45
69,0,175644,20
22,0,70141,60
55,0,125051,11
64,0,149382,2
50,0,45351,29
71,1,124488,42
27,1,76976,4
54,1,91736,12
68,0,178734,61
89,0,98404,66
71,1,45477,78
77,0,159979,59
47,1,132117,36
46,1,198445,14
74,0,111587,21
55,1,67413,94
23,1,101684,40
28,0,117463,79
25,0,78656,29
62,0,193367,58
50,1,160764,61
83,0,96168,17
29,1,34530,99
30,0,129537,62
59,1,190989,91
58,1,54618,34
52,0,146520,79
79,0,92771,49
90,1,112244,92
30,0,61249,76
57,0,24876,35
83,0,160302,69
44,0,92913,49
89,0,42887,59
83,0,57385,22
53,0,88225,76
29,1,145532,5
27,0,156127,56
36,0,44116,78
71,1,114072,80
48,0,75110,100
69,0,146283,63
50,0,21399,3
79,1,142483,66
37,1,149552,19
61,1,29919,56
38,1,194055,18
27,0,125297,81
74,0,173057,77
23,0,115820,76
88,0,27301,27
71,1,76483,8
89,0,68531,5
51,1,96795,93
39,0,39990,4
87,1,25623,75
43,1,93081,77
23,1,48219,42
50,1,44117,48
33,1,189782,79
55,0,177366,91
26,0,107765,99
45,1,65328,47
54,1,46042,14
28,1,121122,57
18,1,152260,13
69,0,133594,53
23,1,86973,69
45,0,153939,31
75,1,117615,81
19,1,110430,64
71,1,125320,35
86,0,23178,80
85,0,81196,44
36,1,22155,10
50,0,39320,34
81,0,53286,32
25,0,112577,13
25,1,33184,30
85,0,125608,79
21,0,149589,44
48,0,167585,27
48,0,111534,61
54,1,164655,17
46,0,93061,20
59,0,43250,40
68,1,183399,12
39,0,168737,82
31,0,184991,19
76,1,22148,14
69,1,188363,22
79,0,23962,43
82,0,29126,86
65,1,34978,76
48,1,198395,42
23,0,70889,71
29,0,98705,64
85,0,137115,20
37,0,160406,93
89,0,98075,33
44,0,113260,28
75,1,187096,42
74,1,28763,71
89,0,25087,25
52,1,172373,3
70,1,70813,64
73,0,128719,39
74,1,117265,92
54,0,133866,57
22,0,175014,55
23,1,98802,65
60,1,141640,93
69,1,67323,96
28,1,113061,78
69,0,95824,38
48,0,123152,41
89,0,97696,12
31,0,28385,60
87,0,199070,3
45,1,112804,57
88,0,37037,94
74,1,39397,9
82,1,66052,28
80,0,80283,81
39,1,92169,34
28,1,20859,45
37,0,144999,26
56,0,96999,83
43,0,139733,77
18,1,32786,4
86,1,137215,10
57,0,155103,73
65,1,94107,63
58,0,135343,88
60,1,37753,22
78,0,71989,19
29,0,172954,33
82,0,24895,85
44,0,186198,23
90,0,109271,65
63,1,74553,30
73,1,191889,100
45,1,59624,64
25,1,103982,55
44,0,57588,14
21,0,60047,39
79,0,29209,51
88,1,63758,82
23,0,44672,88
44,0,179507,88
30,0,57237,23
39,1,53716,31
51,1,199540,64
43,1,27643,56
53,0,34337,91
82,1,196114,48
55,1,67198,31
86,1,196756,5
70,0,123170,11
73,0,29477,44
19,1,183327,29
62,0,170520,90
55,1,88747,47
51,0,170897,94
66,1,25442,39
23,0,195494,15
87,1,82684,90
38,0,122624,54
51,1,195036,34
83,1,183369,44
71,0,107708,58
81,1,74960,5
50,1,98129,52
71,1,37801,21
25,0,184111,42
79,0,176926,2
36,0,77248,51
39,1,57224,75
86,0,30718,100
88,1,59822,78
57,0,178635,70
46,1,173612,24
78,0,126182,21
19,1,62692,50
35,0,105050,92
23,0,195225,96
20,0,90718,75
25,0,95895,87
72,0,130429,1
37,0,143793,12
40,0,178757,58
34,0,81885,53
43,0,159120,93
59,1,62665,23
76,0,131186,65
45,0,83790,49
41,0,140699,75
89,0,109211,86
64,1,170505,32
21,1,88548,17
41,0,164841,75
38,0,66871,85
58,1,188669,9
29,1,111284,29
44,0,113243,58
46,1,62125,3
72,1,145564,49
63,1,175391,68
27,1,137158,73
18,0,168998,48
50,1,157466,100
58,1,147471,3
82,0,23624,90
56,0,37718,55
56,1,193105,81
86,1,118673,75
90,1,197140,35
70,0,97831,30
89,0,144452,64
48,0,169584,52
47,1,119353,53
44,1,133713,44
73,1,167553,44
27,0,113815,24
77,0,109642,1
55,1,89345,38
43,0,77300,81
84,1,87892,51
26,0,100489,11
77,1,169901,42
58,0,155674,64
45,0,138700,85
45,1,176737,9
50,0,43731,26
33,1,196473,56
78,1,169890,47
65,0,77696,74
79,1,52788,17
48,1,158263,14
88,1,67350,26
61,1,120338,54
44,0,188542,77
34,0,75665,21
38,0,190038,40
75,1,94826,22
18,0,39706,52
36,1,148986,83
21,1,73499,93
60,0,148427,20
86,1,20367,41
40,0,131652,91
83,0,53030,80
76,1,196497,19
19,1,182394,88
24,1,187756,52
41,1,145307,26
67,1,145292,62
68,0,177663,23
59,1,116324,100
79,0,135158,66
75,0,26876,52
65,1,84206,98
42,0,171671,20
78,0,48877,71
53,0,106267,43
72,0,83133,29
33,1,109882,90
63,0,163949,48
22,1,173057,95
56,0,68028,9
68,1,27551,78
53,1,53828,17
53,0,113496,4
56,1,37165,90
24,0,29176,87
86,0,159995,25
82,1,96254,36
55,1,118524,35
23,0,137847,70
30,1,90332,9
64,1,162276,45
75,1,37053,96
83,0,57511,57
84,1,188514,52
34,0,103243,94
20,0,164068,15
49,0,190610,7
77,1,94757,48
52,0,92926,6
18,1,96028,76
62,0,155428,81
64,0,165306,93
21,1,179719,8
31,0,92593,82
64,0,156475,59
31,0,101506,59
30,0,126846,77
80,0,104540,80
55,0,165332,92
25,0,156599,14
32,0,76868,81
87,1,28007,91
89,0,68635,3
25,0,188784,44
63,1,150714,18
19,1,153793,68
69,0,84036,74
90,0,24141,82
90,0,187055,46
38,1,176170,88
52,0,61569,87
59,1,179314,57
51,0,27849,16
25,1,178079,44
85,0,44920,4
67,1,156630,79
31,1,53273,96
60,1,142123,81
21,1,63824,78
85,1,62152,9
20,1,188379,43
78,0,155183,73
67,1,66006,73
24,0,66141,48
83,1,77996,84
84,0,72895,82
60,1,180343,36
35,0,78300,65
87,0,116747,60
34,0,186138,24
32,1,132762,84
66,1,125170,49
66,1,134453,25
89,1,166749,41
38,1,92407,59
50,1,120912,64
42,0,38957,72
29,1,145488,90
79,0,120072,84
22,0,148402,26
90,0,118293,1
21,0,152598,55
35,1,113673,100
50,0,195210,46
33,0,142281,17
24,1,53101,9
38,0,121078,8
32,0,37599,87
67,0,111626,49
88,0,182816,81
43,1,165259,38
18,0,37113,57
57,1,53126,92
73,1,45519,77
75,1,50834,14
44,1,32417,2
26,0,93896,58
62,0,48610,91
69,1,108965,91
62,0,155367,37
79,0,192106,66
21,1,84817,95
30,1,89268,6
52,0,75279,65
41,1,119806,17
72,1,92930,72
78,0,136822,33
60,0,130388,25
58,0,144006,41
46,0,39034,39
34,0,115238,91
79,1,72784,63
44,1,155165,71
79,1,25787,93
84,0,119028,12
31,1,135603,55
68,0,183505,46
30,0,21969,26
82,1,115237,14
32,0,32101,96
73,1,130627,81
71,1,22412,100
90,1,149207,61
38,1,85765,59
87,1,193476,88
72,1,191005,12
49,1,151751,88
24,0,139031,52
79,0,131941,14
45,0,89157,70
89,0,198252,77
51,0,120437,3
42,0,140330,9
33,1,57209,32
42,0,106261,40
61,0,67375,66
21,1,175011,54
21,1,182021,11
50,1,146849,25
63,0,118705,85
70,1,163535,95
83,0,87367,67
51,1,96458,22
20,1,91685,10
59,0,42039,26
40,1,127737,12
74,1,194539,81
40,1,152822,65
72,1,195104,23
44,1,27788,15
83,1,128091,74
44,1,166976,59
22,1,171656,92
39,1,143668,90
62,1,153884,74
78,1,117116,47
52,0,142234,33
24,1,20026,60
32,0,143755,56
18,1,63246,68
20,0,160676,79
34,0,77401,27
86,1,197577,16
54,1,127967,36
67,1,70531,15
54,0,76222,79
77,0,188027,82
79,0,129447,17
24,1,77592,37
89,0,103601,38
77,0,61071,16
85,0,39275,95
37,0,126192,67
26,0,90805,67
51,1,128859,20
22,1,87507,3
32,0,90962,91
31,0,139838,88
42,1,150043,69
18,1,171868,95
77,0,185057,98
83,0,72073,20
67,1,151492,69
47,0,60792,79
46,1,116392,92
61,0,155498,82
78,1,88742,33
78,0,38056,21
67,0,111918,23
18,0,133434,8
61,1,175113,36
47,1,110661,31
64,0,49405,97
49,1,89964,10
85,0,59481,46
82,1,132057,12
46,1,155922,86
23,1,168057,13
72,1,182599,80
78,0,33358,44
42,1,39919,33
71,0,98489,93
19,1,50425,4
60,0,158062,92
30,1,124233,43
65,1,67252,65
83,0,153609,16
33,1,27062,95
37,1,122064,49
63,0,146967,59
82,1,65665,21
19,1,34054,74
78,0,88937,60
88,1,134197,24
62,0,34325,3
42,1,138545,35
69,0,123136,35
59,1,60468,20
62,0,163073,22
29,0,87548,1
49,1,191629,81
74,1,170243,40
57,1,183870,14
69,0,167470,24
47,0,133448,74
24,1,114340,29
22,1,165070,57
25,1,66762,14
86,0,184844,67
62,1,91478,75
43,0,146764,61
68,0,35105,3
51,0,47082,34
40,0,138943,51
28,0,181957,33
87,1,149886,28
51,1,189855,53
45,1,92399,54
47,0,157226,39
65,0,53578,38
79,0,139904,21
39,0,34988,53
86,1,88935,24
85,1,185863,25
79,0,77675,11
45,0,21120,73
83,1,78803,96
62,0,36232,49
70,1,21416,50
48,1,76637,94
65,1,108649,1
40,1,92677,87
87,0,65959,40
63,1,78500,67
37,0,178614,43
36,1,109364,3
78,0,20895,17
85,1,92571,22
42,1,153754,6
65,0,88674,29
43,1,171199,28
57,1,30100,3
32,1,152904,90
90,0,65726,87
26,1,155839,59
70,0,60936,15
90,0,54803,8
50,0,64767,24
28,0,195815,26
64,1,128861,19
38,1,102107,77
84,0,117908,65
84,0,69528,3
72,1,128390,33
36,0,134279,19
62,1,41793,62
57,0,39270,63
50,0,127482,33
65,0,52721,63
82,0,36272,42
47,1,118790,58
20,0,126932,100
24,0,153939,69
36,0,183600,94
69,1,60244,53
29,1,171852,54
23,0,168712,9
77,1,110848,73
47,0,64428,54
45,0,149856,64
22,0,75872,4
70,0,199375,52
26,1,77308,63
87,0,133949,43
81,0,157229,80
42,1,190190,90
55,0,23714,32
50,1,35162,45
80,1,57600,60
46,1,150864,42
37,1,178854,56
19,0,133719,91
54,0,173500,35
85,0,116362,71
19,0,43405,7
89,1,184818,59
86,0,162032,100
58,1,69914,27
84,0,197577,88
73,0,148812,22
35,0,50167,71
40,1,71718,25
58,1,122586,48
80,1,191221,1
64,1,185947,41
78,1,145480,75
39,1,117959,56
77,0,45973,61
20,0,121981,88
80,0,130610,5
37,0,38115,2
48,1,54314,73
71,1,60186,27
43,1,123717,42
84,1,178866,36
76,0,52792,24
43,0,157587,82
50,0,183806,98
21,1,41548,70
28,1,106930,51
51,1,44627,20
64,1,74069,34
41,1,136407,52
21,0,61801,29
61,0,121453,5
38,0,39535,52
23,1,52568,7
45,0,189817,15
34,1,35191,93
18,1,47694,17
66,0,78476,64
29,0,114252,55
54,0,180926,21
87,1,48004,72
47,1,117548,22
69,0,120863,56
31,0,166091,48
45,0,25111,54
48,0,169492,64
49,1,156693,69
58,0,34333,34
46,0,31543,28
89,0,25875,26
51,0,90904,21
19,1,56279,93
39,1,136139,24
72,0,73784,33
80,0,72858,60
69,0,44052,29
36,0,49206,66
24,0,147781,100
69,0,182159,65
82,0,33489,55
66,1,188928,61
56,0,25773,25
85,1,198971,13
68,0,176364,25
53,1,171195,87
61,1,51732,84
82,0,43516,11
43,1,187893,27
53,0,132353,58
62,0,36644,45
31,1,146830,51
69,1,133637,11
35,0,112981,72
67,1,28146,100
29,1,64520,22
57,0,24860,57
83,1,196495,15
21,1,41085,46
79,1,142798,39
30,1,190791,13
69,1,127189,89
63,1,180819,39
70,0,185367,69
24,0,167055,22
44,1,128538,79
79,1,113974,11
60,0,34808,89
90,1,154969,61
41,1,178534,92
73,1,35515,65
83,1,61689,7
65,0,122104,42
78,1,188556,18
52,1,168189,27
64,1,58171,8
42,1,69347,59
63,0,180254,14
38,0,87274,66
84,1,169056,96
89,1,119554,85
31,0,27639,14
44,0,54231,79
47,0,95601,89
56,1,117356,39
40,0,181526,55
53,0,145689,37
23,1,70705,21
36,0,144991,34
18,0,150978,45
47,1,147362,90
60,0,21441,29
64,0,80514,8
80,1,86719,56
21,1,166481,18
85,0,127834,99
32,0,79382,18
79,1,63302,39
36,0,86262,79
54,0,131333,77
53,1,181089,93
66,1,68055,75
40,0,45047,80
53,1,142230,87
68,1,123077,82
56,0,100638,13
64,0,87969,24
35,0,168770,83
64,0,166360,40
54,1,62459,69
52,1,54904,47
73,0,117314,7
64,1,111075,98
23,0,161090,6
81,1,96670,16
88,0,61898,56
21,0,37921,46
70,1,27402,68
44,1,32642,3
74,1,84453,12
28,0,71174,15
46,1,89088,54
61,0,60457,55
90,0,124884,18
81,0,176130,35
25,1,168864,6
36,1,101200,66
18,0,62820,90
64,1,101123,20
74,1,148827,100
39,1,70277,75
48,0,58049,32
57,1,194861,59
86,1,41545,77
60,1,85106,16
68,0,156840,58
70,0,191676,100
74,1,189400,61
73,1,35680,24
26,1,174939,11
85,0,47416,5
90,1,99030,54
63,0,162740,98
37,0,36869,64
23,1,51281,23
31,1,46379,54
85,1,190209,31
67,0,126435,41
51,0,83434,83
39,1,22302,30
21,1,35279,78
26,0,167553,14
90,0,86980,47
53,0,35965,96
23,0,158737,50
64,0,20790,26
69,0,79025,75
19,1,47715,80
25,0,28054,81
85,0,185856,51
55,1,27583,93
64,1,99977,32
22,0,98358,57
63,0,39757,51
61,1,185593,62
78,1,25999,56
20,1,117979,43
51,1,134953,91
43,0,164350,71
80,1,91407,70
52,1,81644,71
38,1,188302,51
74,0,107686,78
76,0,173331,56
40,1,64387,2
86,1,32984,17
22,1,40022,51
41,0,170275,37
35,1,44682,52
26,0,159629,52
84,1,129494,94
73,0,36251,22
36,0,155936,6
42,1,22084,88
40,0,160682,47
72,1,134799,30
43,0,76676,81
49,1,190582,58
82,1,131353,23
60,1,187287,91
34,0,171141,4
33,0,199666,67
72,1,114215,48
51,0,27386,65
34,1,38340,81
70,1,159689,52
46,0,45606,44
37,1,99759,5
52,0,180821,74
23,1,189853,24
87,1,31997,19
55,0,78884,69
44,0,149908,15
58,1,69143,17
64,0,71667,16
67,1,179013,39
34,1,123893,56
57,1,83129,12
71,0,97846,96
87,1,80996,69
69,0,105588,30
35,1,149244,60
42,1,189145,32
46,0,90562,76
80,1,170778,98
22,0,49483,8
84,0,83248,78
23,0,45452,77
48,1,62794,39
82,0,86162,16
31,0,103668,54
58,1,20169,82
26,0,38329,43
65,1,81595,97
22,1,187638,78
86,1,52645,84
24,0,115890,13
33,1,153653,37
28,0,146665,95
54,1,134934,52
66,0,159230,91
20,0,135205,23
65,1,72139,6
35,1,48162,38
26,1,144451,52
41,1,69332,57
52,1,74709,56
46,1,99802,30
28,1,118953,87
43,1,105699,42
20,0,44018,11
70,0,162373,70
70,1,127739,96
38,1,135164,2
60,1,102332,33
60,0,57161,48
33,1,106513,72
49,0,34494,2
65,1,113562,63
41,0,187260,57
23,1,44899,90
74,1,176026,62
78,1,129877,65
23,1,80038,84
25,1,49266,98
47,1,134507,30
45,1,176667,14
33,0,113749,55
29,0,196824,9
61,1,27884,90
70,1,94432,17
31,0,145353,85
85,0,44370,91
61,1,26701,29
87,0,82084,98
49,1,147897,22
47,1,125862,15
73,1,189278,54
77,0,51519,40
38,1,67499,100
89,0,180446,98
83,0,104980,24
24,1,95679,65
58,0,140611,8
23,1,135582,67
36,1,183368,71
47,1,113488,35
51,0,41354,9
78,0,167469,19
66,1,104575,22
44,0,90429,93
62,1,91838,1
49,0,54127,85
24,0,106437,71
90,1,134160,88
32,1,132095,76
56,0,84892,50
55,0,31488,68
79,0,161995,16
33,0,124814,71
59,1,190086,21
50,1,100127,73
42,1,58643,54
63,1,126502,84
52,1,81767,19
72,1,77644,14
74,0,96671,89
52,1,79560,61
72,0,53790,65
55,0,93665,16
38,1,117959,93
81,1,188011,37
80,1,95048,7
76,0,58221,92
25,1,199654,25
39,0,86789,4
59,0,42301,20
20,0,91523,8
41,0,60947,38
89,0,57261,59
74,1,43075,90
71,0,176424,91
32,1,86714,23
44,1,170771,99
62,1,179663,53
82,0,159102,46
55,1,97725,76
42,1,191267,23
71,1,180209,4
33,1,107515,75
68,0,124816,21
89,1,181540,82
66,0,63608,28
81,1,152833,93
54,0,78763,81
51,1,60032,30
26,0,69855,70
35,0,100972,11
19,0,92598,59
61,1,177518,3
48,0,27878,37
26,1,110005,100
75,1,148505,75
35,1,91405,54
74,1,158548,14
22,1,33486,67
74,0,30698,97
74,0,162821,5
34,1,147588,43
21,0,177996,9
57,0,59952,31
29,1,102041,27
54,1,82254,14
72,0,61856,13
20,1,116319,85
28,1,69330,9
70,1,178952,4
79,0,88779,16
64,1,145346,77
51,0,102610,59
64,1,59907,7
50,1,87390,45
25,1,34998,77
20,1,82728,86
59,0,176564,44
48,1,152927,41
50,0,173841,85
45,0,95291,99
69,1,44520,47
40,1,28577,90
48,0,41916,90
74,0,171375,69
22,0,30460,48
71,0,148385,48
48,0,38915,29
88,0,151941,1
89,0,45126,77
42,0,171015,63
86,0,133856,6
38,1,70033,63
79,0,41772,94
81,1,128864,54
28,1,31329,74
81,0,182358,70
78,1,93245,6
43,0,125512,96
67,0,172473,40
74,1,196097,18
40,0,183790,16
20,1,144570,63
34,0,90159,49
55,0,165677,23
78,1,99948,20
55,0,58520,86
24,1,78839,89
83,0,149464,97
54,0,124060,52
44,1,154418,95
68,1,197695,17
80,0,171199,80
54,1,175562,23
70,1,167599,62
24,1,39271,8
76,0,128381,55
81,0,25613,51
32,0,119089,59
19,0,105107,90
69,1,132249,13
67,1,163293,22
55,1,117969,72
75,0,43631,90
69,0,84971,99
86,1,83428,23
70,0,26895,99
78,0,104682,98
73,1,171972,29
59,1,26369,56
58,1,54054,96
59,0,117094,84
63,1,168509,46
30,1,103191,6
54,1,199791,20
69,1,180335,93
68,1,154414,81
59,0,98346,84
23,0,27978,18
70,1,70065,99
53,0,77980,28
83,1,174248,4
75,1,147324,67
27,1,182070,60
87,1,81749,29
70,1,66880,76
53,1,50035,79
44,1,141273,10
83,1,181849,69
56,1,56627,99
54,1,84902,84
47,1,90622,47
28,1,178726,45
28,0,161469,58
78,1,181166,58
64,1,145384,72
88,0,156579,30
36,0,120287,20
78,0,150538,35
53,1,94305,4
76,1,23670,47
46,1,66452,60
79,1,161200,2
52,0,106927,11
46,1,117824,35
52,1,20719,90
47,0,41704,69
38,0,119914,48
54,0,155750,14
62,1,105203,83
69,1,25398,28
70,0,56505,7
43,1,50793,95
66,1,169287,5
22,1,135615,70
84,1,31648,32
74,1,72353,76
67,0,194288,26
34,0,184616,13
68,1,39133,12
38,0,28414,38
53,1,153857,90
50,1,28524,50
52,1,92915,99
85,1,195358,11
53,1,38917,13
64,1,69788,10
76,0,55120,34
30,0,181165,70
26,1,199667,84
65,0,181003,38
20,0,33073,100
75,1,181651,62
80,1,194677,86
35,0,168378,87
31,0,26930,14
47,1,154852,18
28,0,27512,59
35,0,37024,91
59,1,187235,7
83,1,130979,11
27,1,181196,24
30,1,23360,62
72,1,70168,100
19,1,160324,6
80,0,197688,65
24,0,142818,30
34,1,155250,72
26,0,33800,22
56,1,123404,57
38,1,184691,33
52,1,116319,65
20,1,142674,67
46,1,85841,81
80,1,183058,86
89,0,28987,59
81,1,93355,88
58,0,81454,55
66,0,94700,7
90,1,186274,80
29,0,72606,44
45,0,154639,1
67,0,64571,61
63,0,147842,30
58,1,25386,6
89,1,105551,73
76,0,109149,87
73,1,86205,55
65,1,25638,39
33,0,177704,44
41,1,64788,83
53,0,165482,39
31,1,144137,95
73,0,26619,86
55,1,60789,49
30,1,21427,28
32,0,88366,59
47,1,99072,41
41,0,25285,98
83,1,77738,44
88,1,61989,52
55,0,108382,10
50,0,55459,55
58,1,170537,23
54,1,131633,34
64,1,96704,17
29,0,23029,12
26,0,120732,37
36,0,38405,92
18,1,45918,12
36,0,196341,34
38,1,58860,46
65,1,50433,88
69,0,177756,87
78,1,115868,13
37,0,165713,62
34,0,119152,33
72,0,58667,11
77,1,120689,81
63,0,98775,50
38,1,55064,94
86,1,160737,46
49,0,73104,64
62,1,87248,5
56,1,87299,16
90,1,114072,58
46,1,45131,55
24,1,83054,51
49,0,90438,13
63,1,73551,26
47,1,150658,59
28,0,56000,5
59,1,182526,66
76,0,170188,12
80,1,164557,4
32,1,174133,10
51,1,38437,6
55,1,158851,26
21,0,66263,61
19,1,37552,28
59,0,49944,8
84,1,180844,1
81,1,50054,12
56,0,103537,68
25,0,160888,14
63,1,32307,80
48,0,191089,100
58,1,187267,80
82,0,195230,22
65,0,168541,40
87,1,61148,15
30,0,161602,65
71,1,122446,40
28,0,118567,33
83,0,98399,84
48,0,191777,46
57,1,119201,67
55,1,83067,73
88,0,98401,8
76,0,29183,7
58,1,51740,11
67,0,198541,59
25,0,75708,45
88,1,150677,87
83,0,58758,67
24,1,49936,19
85,0,26245,35
36,1,105676,37
64,0,69159,12
58,1,121725,17
60,1,51672,97
83,0,40674,86
46,1,100954,83
35,1,95736,19
82,1,51017,26
87,0,76830,46
29,1,56372,11
62,0,97887,63
83,1,31182,18
63,1,21884,93
79,1,113513,81
69,1,143345,73
23,1,154698,68
50,0,105524,34
63,0,70211,1
87,1,113264,58
75,1,79062,11
26,1,190876,18
47,0,110131,9
57,1,74256,59
46,0,128303,19
47,1,152023,98
29,0,156546,3
55,1,174785,8
31,0,91332,55
58,0,162408,58
74,1,22767,61
35,1,43752,10
88,0,178726,71
53,1,75830,22
84,0,146760,84
28,1,196147,79
37,0,84467,76
84,0,190750,85
43,0,83083,36
82,1,159483,86
44,1,142217,72
86,1,148577,86
22,1,42018,94
79,1,144612,98
19,0,77762,37
40,1,174465,9
76,0,152961,24
84,1,70925,93
23,1,159692,68
20,0,75068,90
62,1,98904,26
35,0,149637,76
53,0,53042,95
64,0,85779,80
85,1,99122,38
61,0,185039,46
32,1,96424,10
61,1,62451,80
70,0,105072,71
59,0,126248,26
62,0,20299,13
84,0,77693,5
71,0,70664,32
35,0,136714,19
75,0,185565,68
20,1,168609,81
56,0,144014,85
51,0,130752,10
57,0,92206,3
32,1,198910,94
21,0,28488,52
90,0,197290,41
74,0,197458,41
89,0,23423,36
83,0,186831,61
42,1,77128,84
76,0,65549,11
19,0,115080,43
85,0,146284,16
20,0,48990,56
37,1,34488,86
78,1,64331,95
40,1,129432,8
44,1,178753,97
40,0,171288,11
47,0,90228,84
27,1,99084,97
64,0,41946,78
45,0,170465,10
27,0,55949,9
78,1,30520,8
50,1,52364,59
66,1,26206,40
40,0,129268,69
84,1,38668,80
67,1,142973,5
49,0,115408,75
34,1,20177,45
32,1,131812,63
30,1,135158,56
45,1,80696,66
80,1,51535,30
23,0,180170,14
86,0,81353,12
83,0,147066,11
19,1,33663,37
73,0,168970,91
68,0,189376,64
78,0,141901,77
73,0,146136,46
33,1,83963,6
88,1,50628,80
55,1,167896,53
89,1,111601,3
51,0,48264,35
73,1,155910,20
39,0,54929,30
52,1,33583,71
49,0,26174,26
26,0,107427,45
81,0,166019,48
54,1,23293,77
26,0,82436,26
47,1,178174,39
21,0,189753,64
21,0,109002,35
60,0,41161,65
76,0,88487,46
86,0,152809,66
85,0,135134,32
22,0,160872,2
24,1,22040,98
48,1,71670,14
44,0,167902,82
18,0,163052,2
52,0,40147,79
28,1,90034,30
60,0,159371,99
43,0,155017,5
51,1,32838,24
87,1,143811,52
72,1,87735,47
75,1,102879,6
45,1,32992,24
27,1,44516,84
71,1,34152,20
26,0,159912,100
76,0,111191,81
43,0,99734,54
30,0,65085,3
51,0,189673,33
76,0,55717,37
25,0,144827,90
51,1,56385,7
72,1,50265,100
70,1,102169,21
68,1,149776,36
90,0,131035,97
64,0,40645,53
18,0,150752,45
31,1,109777,8
37,1,73406,39
34,0,173420,60
37,1,146401,83
88,0,113576,55
58,1,42386,48
24,1,82341,82
43,0,82131,83
62,0,75070,64
84,0,199785,42
24,1,111260,40
78,1,28829,46
55,1,153425,93
64,0,57010,50
85,0,185497,37
35,1,199728,55
50,1,144488,49
27,1,180316,85
27,0,138560,84
24,1,31828,78
90,0,22268,88
53,0,83592,84
26,1,161313,64
69,0,177523,21
72,0,46197,31
25,0,125683,46
87,0,21933,57
27,1,161449,91
71,1,167815,22
44,0,184628,79
63,1,145225,59
29,1,69464,56
72,1,39801,72
47,1,64626,52
70,1,33031,57
18,1,49874,12
63,0,176522,51
43,1,170294,68
37,1,40908,34
55,0,163559,77
22,1,193689,9
50,0,67370,20
85,1,115809,89
24,1,128149,97
74,0,98413,55
87,1,49732,78
85,0,176663,53
33,0,88778,58
57,0,44933,74
30,0,103046,9
44,0,115291,84
88,1,128310,18
86,1,118154,28
52,0,181948,35
64,1,28610,50
79,1,169963,5
61,1,157453,5
66,1,28903,7
41,1,101360,12
20,1,40581,47
58,0,98897,93
79,1,44139,55
26,0,198386,31
24,0,82038,19
86,0,99471,41
90,0,64827,68
21,1,113604,59
49,0,63694,69
38,0,98444,21
30,0,146712,93
65,1,109888,49
75,0,126358,5
76,1,89436,73
55,1,143508,5
81,1,177419,99
41,1,107429,20
49,1,175088,68
52,1,33236,61
19,0,119378,79
35,1,40311,13
36,1,74815,72
78,1,134250,10
42,0,28782,40
54,1,104586,67
64,0,80213,92
86,0,129626,2
