Age,Annual Income,Spending Score
56,71302,81
38,168838,58
66,49966,29
26,138160,24
39,143369,67
86,172915,84
77,127920,78
79,176687,13
30,50033,87
36,173820,40
56,99861,23
70,155227,59
71,44385,56
30,154736,61
72,97183,28
67,199357,50
86,172190,50
68,52796,51
76,169290,100
47,134635,29
42,81701,8
20,127394,77
57,184296,21
30,149293,41
82,136170,32
87,153333,22
55,154048,62
65,172864,6
46,189588,15
33,92753,49
27,147644,48
21,27671,42
66,105122,18
81,21891,69
80,109634,56
74,44143,76
44,129072,34
80,41363,83
31,83785,14
60,74964,32
84,60196,71
73,143715,91
66,95982,2
57,115110,47
72,30409,78
60,29074,49
27,174674,27
77,133729,78
83,192037,31
58,137039,1
73,157561,85
67,78813,65
42,33096,36
20,179133,33
48,181112,83
55,116542,6
79,69505,6
23,148711,68
31,91553,2
76,51875,72
46,38181,88
77,113603,54
29,106404,74
56,169958,2
28,126691,21
79,76524,67
54,119827,56
65,23667,35
65,93921,7
87,106323,82
31,101223,46
30,50922,8
79,112011,38
63,144879,93
41,121559,68
42,138358,55
52,29078,76
58,21242,42
84,161911,10
50,72543,21
37,92328,32
40,146492,59
51,77019,62
20,147745,99
40,121061,92
25,44559,72
38,43230,52
35,149517,33
34,119301,57
89,157605,13
40,63731,46
75,31424,77
35,189120,59
71,21016,35
22,185102,73
31,127619,47
54,21173,13
39,76804,22
42,135193,65
42,53606,26
71,65032,70
19,62031,47
60,57625,64
68,94345,91
77,115894,83
64,174870,71
19,180429,62
79,179534,48
20,64695,16
73,94598,40
36,70343,89
71,48514,23
80,178191,44
65,54449,22
35,181867,87
29,179900,23
87,169811,59
79,79110,60
46,44427,52
42,176184,15
56,61919,91
64,67360,72
51,42581,87
80,85231,27
84,97325,63
26,23515,12
59,167647,43
80,108549,89
89,117993,8
22,97641,72
35,56234,13
49,133755,74
60,65378,62
55,37514,66
45,89210,62
24,126757,82
83,31894,95
54,42261,86
40,26528,18
81,138687,3
89,184970,61
75,50377,86
37,154590,53
28,159032,1
26,188741,78
30,161681,11
30,39154,55
74,63368,19
53,192621,91
43,92948,54
46,133156,49
60,27289,76
90,160259,49
84,43919,31
52,44697,16
61,189569,1
62,25079,86
30,173612,68
39,191965,82
73,91143,54
62,103913,24
27,56856,11
22,148013,16
32,74091,17
35,181214,100
89,100973,8
39,91412,84
86,68024,51
63,112683,69
27,111957,46
73,86274,63
44,76772,78
90,145535,22
74,69978,56
41,138043,81
39,104324,100
30,146739,46
50,92073,17
34,45638,42
60,76835,82
34,33138,54
20,173853,39
65,31842,90
54,92756,66
75,160958,17
54,39775,32
65,64430,33
50,143240,70
85,150066,53
71,88487,13
75,109379,20
70,104816,48
48,48128,14
19,48739,43
89,161866,15
83,74697,53
75,193450,5
88,68208,52
26,72229,32
45,102743,64
21,134170,75
20,146525,15
49,96273,30
65,169694,80
87,108559,40
37,65659,66
75,123855,70
79,162280,26
21,47491,57
50,130182,19
89,40270,26
90,90478,91
28,176107,73
75,76065,95
27,55453,66
76,77485,8
76,120509,75
48,61024,69
61,112779,37
67,109008,37
73,199307,73
33,39254,34
86,133960,38
61,67182,5
50,161998,21
67,153051,81
24,123331,33
52,172945,13
25,25372,15
52,181678,29
19,107143,7
27,99261,50
81,103323,69
31,195708,31
85,86093,24
19,59552,98
35,58755,40
21,145607,4
39,139523,38
82,103619,92
82,58066,63
69,109989,57
45,131178,99
27,78411,38
46,176139,8
90,104119,9
74,180671,56
57,126214,4
32,165888,12
37,78546,25
81,61087,72
26,176202,8
19,23611,91
27,198953,48
58,33000,40
66,25812,67
47,72337,78
73,66815,21
24,177579,59
81,57123,13
64,162806,11
77,47524,68
77,184843,70
86,161701,5
35,192100,75
70,104221,32
41,146420,42
48,52016,64
47,173042,85
64,62370,81
66,191531,5
43,110098,59
52,124538,79
68,107958,7
43,85786,54
28,173353,63
20,113065,26
26,174278,86
32,114375,19
26,92056,100
37,82340,95
37,118759,51
64,53577,32
28,44336,36
19,66473,53
39,176537,24
83,91826,3
50,78735,81
48,68126,85
47,197727,28
41,35491,86
18,193054,6
32,134564,24
57,195489,61
44,163902,97
27,128146,90
40,100908,90
49,185119,97
20,132282,64
56,196386,88
20,98366,16
20,153841,59
90,110247,83
52,91009,89
89,188894,22
54,96484,5
20,59384,19
38,173923,55
37,61851,31
75,86566,8
19,58808,49
86,140891,51
52,120656,5
23,99386,81
22,41234,94
46,41662,59
48,49800,18
76,24709,60
42,157568,54
65,170242,83
88,176916,86
74,41069,33
65,171478,100
30,96382,27
42,118403,36
87,171292,14
24,145039,99
34,55135,98
63,179803,28
32,111167,35
83,36752,51
46,106482,34
67,62717,55
70,39347,96
67,105638,64
68,86403,27
30,35329,67
34,189397,49
78,100970,41
90,187044,67
31,173685,14
53,187471,15
36,190186,72
87,173899,41
38,46621,46
21,87985,81
45,59071,59
62,71258,89
60,36803,46
37,151560,77
47,50157,95
42,119926,19
85,138927,90
80,150500,70
74,119365,81
55,50390,97
35,117442,33
72,185281,22
90,22404,51
75,153498,92
63,79785,35
36,64153,46
43,29536,1
65,62316,30
66,165294,50
53,166203,97
76,104389,34
61,87586,41
79,175576,92
26,188458,83
37,181940,68
88,192737,47
44,135684,3
81,73387,3
43,151306,27
42,23990,63
51,194926,56
33,27486,50
33,128944,63
22,36422,55
55,154234,8
47,47559,70
58,182201,50
88,133049,16
30,139494,82
30,117896,1
82,113484,52
70,73664,93
54,160624,43
31,110888,77
62,31903,8
54,86123,31
54,168190,97
43,98369,62
78,164115,1
89,184962,63
72,110965,3
51,154496,58
86,116350,22
68,187641,75
71,96079,23
47,25500,27
35,151609,84
18,52474,28
41,23927,62
45,135370,71
59,184806,98
72,95231,1
59,193896,34
58,135561,89
88,80155,41
47,166807,21
90,197312,56
26,155760,96
86,147795,58
21,47994,74
70,38599,63
87,40832,26
19,41156,35
42,174547,60
37,149000,100
71,161860,52
41,25990,79
33,111360,83
21,109633,17
49,155667,100
67,109035,42
67,186580,76
90,169562,58
18,182836,74
47,132443,84
81,144966,19
37,49997,64
28,90005,19
49,146773,5
80,172268,57
50,84102,67
82,176073,73
81,179600,11
81,59089,97
58,189470,54
85,149588,78
18,97711,73
62,41646,69
65,196423,46
29,157989,56
24,145388,17
36,56886,99
66,195960,68
63,176809,15
56,97396,96
48,31536,55
18,150276,70
38,137292,45
69,175644,20
22,70141,60
55,125051,11
64,149382,2
50,45351,29
71,124488,42
27,76976,4
54,91736,12
68,178734,61
89,98404,66
71,45477,78
77,159979,59
47,132117,36
46,198445,14
74,111587,21
55,67413,94
23,101684,40
28,117463,79
25,78656,29
62,193367,58
50,160764,61
83,96168,17
29,34530,99
30,129537,62
59,190989,91
58,54618,34
52,146520,79
79,92771,49
90,112244,92
30,61249,76
57,24876,35
83,160302,69
44,92913,49
89,42887,59
83,57385,22
53,88225,76
29,145532,5
27,156127,56
36,44116,78
71,114072,80
48,75110,100
69,146283,63
50,21399,3
79,142483,66
37,149552,19
61,29919,56
38,194055,18
27,125297,81
74,173057,77
23,115820,76
88,27301,27
71,76483,8
89,68531,5
51,96795,93
39,39990,4
87,25623,75
43,93081,77
23,48219,42
50,44117,48
33,189782,79
55,177366,91
26,107765,99
45,65328,47
54,46042,14
28,121122,57
18,152260,13
69,133594,53
23,86973,69
45,153939,31
75,117615,81
19,110430,64
71,125320,35
86,23178,80
85,81196,44
36,22155,10
50,39320,34
81,53286,32
25,112577,13
25,33184,30
85,125608,79
21,149589,44
48,167585,27
48,111534,61
54,164655,17
46,93061,20
59,43250,40
68,183399,12
39,168737,82
31,184991,19
76,22148,14
69,188363,22
79,23962,43
82,29126,86
65,34978,76
48,198395,42
23,70889,71
29,98705,64
85,137115,20
37,160406,93
89,98075,33
44,113260,28
75,187096,42
74,28763,71
89,25087,25
52,172373,3
70,70813,64
73,128719,39
74,117265,92
54,133866,57
22,175014,55
23,98802,65
60,141640,93
69,67323,96
28,113061,78
69,95824,38
48,123152,41
89,97696,12
31,28385,60
87,199070,3
45,112804,57
88,37037,94
74,39397,9
82,66052,28
80,80283,81
39,92169,34
28,20859,45
37,144999,26
56,96999,83
43,139733,77
18,32786,4
86,137215,10
57,155103,73
65,94107,63
58,135343,88
60,37753,22
78,71989,19
29,172954,33
82,24895,85
44,186198,23
90,109271,65
63,74553,30
73,191889,100
45,59624,64
25,103982,55
44,57588,14
21,60047,39
79,29209,51
88,63758,82
23,44672,88
44,179507,88
30,57237,23
39,53716,31
51,199540,64
43,27643,56
53,34337,91
82,196114,48
55,67198,31
86,196756,5
70,123170,11
73,29477,44
19,183327,29
62,170520,90
55,88747,47
51,170897,94
66,25442,39
23,195494,15
87,82684,90
38,122624,54
51,195036,34
83,183369,44
71,107708,58
81,74960,5
50,98129,52
71,37801,21
25,184111,42
79,176926,2
36,77248,51
39,57224,75
86,30718,100
88,59822,78
57,178635,70
46,173612,24
78,126182,21
19,62692,50
35,105050,92
23,195225,96
20,90718,75
25,95895,87
72,130429,1
37,143793,12
40,178757,58
34,81885,53
43,159120,93
59,62665,23
76,131186,65
45,83790,49
41,140699,75
89,109211,86
64,170505,32
21,88548,17
41,164841,75
38,66871,85
58,188669,9
29,111284,29
44,113243,58
46,62125,3
72,145564,49
63,175391,68
27,137158,73
18,168998,48
50,157466,100
58,147471,3
82,23624,90
56,37718,55
56,193105,81
86,118673,75
90,197140,35
70,97831,30
89,144452,64
48,169584,52
47,119353,53
44,133713,44
73,167553,44
27,113815,24
77,109642,1
55,89345,38
43,77300,81
84,87892,51
26,100489,11
77,169901,42
58,155674,64
45,138700,85
45,176737,9
50,43731,26
33,196473,56
78,169890,47
65,77696,74
79,52788,17
48,158263,14
88,67350,26
61,120338,54
44,188542,77
34,75665,21
38,190038,40
75,94826,22
18,39706,52
36,148986,83
21,73499,93
60,148427,20
86,20367,41
40,131652,91
83,53030,80
76,196497,19
19,182394,88
24,187756,52
41,145307,26
67,145292,62
68,177663,23
59,116324,100
79,135158,66
75,26876,52
65,84206,98
42,171671,20
78,48877,71
53,106267,43
72,83133,29
33,109882,90
63,163949,48
22,173057,95
56,68028,9
68,27551,78
53,53828,17
53,113496,4
56,37165,90
24,29176,87
86,159995,25
82,96254,36
55,118524,35
23,137847,70
30,90332,9
64,162276,45
75,37053,96
83,57511,57
84,188514,52
34,103243,94
20,164068,15
49,190610,7
77,94757,48
52,92926,6
18,96028,76
62,155428,81
64,165306,93
21,179719,8
31,92593,82
64,156475,59
31,101506,59
30,126846,77
80,104540,80
55,165332,92
25,156599,14
32,76868,81
87,28007,91
89,68635,3
25,188784,44
63,150714,18
19,153793,68
69,84036,74
90,24141,82
90,187055,46
38,176170,88
52,61569,87
59,179314,57
51,27849,16
25,178079,44
85,44920,4
67,156630,79
31,53273,96
60,142123,81
21,63824,78
85,62152,9
20,188379,43
78,155183,73
67,66006,73
24,66141,48
83,77996,84
84,72895,82
60,180343,36
35,78300,65
87,116747,60
34,186138,24
32,132762,84
66,125170,49
66,134453,25
89,166749,41
38,92407,59
50,120912,64
42,38957,72
29,145488,90
79,120072,84
22,148402,26
90,118293,1
21,152598,55
35,113673,100
50,195210,46
33,142281,17
24,53101,9
38,121078,8
32,37599,87
67,111626,49
88,182816,81
43,165259,38
18,37113,57
57,53126,92
73,45519,77
75,50834,14
44,32417,2
26,93896,58
62,48610,91
69,108965,91
62,155367,37
79,192106,66
21,84817,95
30,89268,6
52,75279,65
41,119806,17
72,92930,72
78,136822,33
60,130388,25
58,144006,41
46,39034,39
34,115238,91
79,72784,63
44,155165,71
79,25787,93
84,119028,12
31,135603,55
68,183505,46
30,21969,26
82,115237,14
32,32101,96
73,130627,81
71,22412,100
90,149207,61
38,85765,59
87,193476,88
72,191005,12
49,151751,88
24,139031,52
79,131941,14
45,89157,70
89,198252,77
51,120437,3
42,140330,9
33,57209,32
42,106261,40
61,67375,66
21,175011,54
21,182021,11
50,146849,25
63,118705,85
70,163535,95
83,87367,67
51,96458,22
20,91685,10
59,42039,26
40,127737,12
74,194539,81
40,152822,65
72,195104,23
44,27788,15
83,128091,74
44,166976,59
22,171656,92
39,143668,90
62,153884,74
78,117116,47
52,142234,33
24,20026,60
32,143755,56
18,63246,68
20,160676,79
34,77401,27
86,197577,16
54,127967,36
67,70531,15
54,76222,79
77,188027,82
79,129447,17
24,77592,37
89,103601,38
77,61071,16
85,39275,95
37,126192,67
26,90805,67
51,128859,20
22,87507,3
32,90962,91
31,139838,88
42,150043,69
18,171868,95
77,185057,98
83,72073,20
67,151492,69
47,60792,79
46,116392,92
61,155498,82
78,88742,33
78,38056,21
67,111918,23
18,133434,8
61,175113,36
47,110661,31
64,49405,97
49,89964,10
85,59481,46
82,132057,12
46,155922,86
23,168057,13
72,182599,80
78,33358,44
42,39919,33
71,98489,93
19,50425,4
60,158062,92
30,124233,43
65,67252,65
83,153609,16
33,27062,95
37,122064,49
63,146967,59
82,65665,21
19,34054,74
78,88937,60
88,134197,24
62,34325,3
42,138545,35
69,123136,35
59,60468,20
62,163073,22
29,87548,1
49,191629,81
74,170243,40
57,183870,14
69,167470,24
47,133448,74
24,114340,29
22,165070,57
25,66762,14
86,184844,67
62,91478,75
43,146764,61
68,35105,3
51,47082,34
40,138943,51
28,181957,33
87,149886,28
51,189855,53
45,92399,54
47,157226,39
65,53578,38
79,139904,21
39,34988,53
86,88935,24
85,185863,25
79,77675,11
45,21120,73
83,78803,96
62,36232,49
70,21416,50
48,76637,94
65,108649,1
40,92677,87
87,65959,40
63,78500,67
37,178614,43
36,109364,3
78,20895,17
85,92571,22
42,153754,6
65,88674,29
43,171199,28
57,30100,3
32,152904,90
90,65726,87
26,155839,59
70,60936,15
90,54803,8
50,64767,24
28,195815,26
64,128861,19
38,102107,77
84,117908,65
84,69528,3
72,128390,33
36,134279,19
62,41793,62
57,39270,63
50,127482,33
65,52721,63
82,36272,42
47,118790,58
20,126932,100
24,153939,69
36,183600,94
69,60244,53
29,171852,54
23,168712,9
77,110848,73
47,64428,54
45,149856,64
22,75872,4
70,199375,52
26,77308,63
87,133949,43
81,157229,80
42,190190,90
55,23714,32
50,35162,45
80,57600,60
46,150864,42
37,178854,56
19,133719,91
54,173500,35
85,116362,71
19,43405,7
89,184818,59
86,162032,100
58,69914,27
84,197577,88
73,148812,22
35,50167,71
40,71718,25
58,122586,48
80,191221,1
64,185947,41
78,145480,75
39,117959,56
77,45973,61
20,121981,88
80,130610,5
37,38115,2
48,54314,73
71,60186,27
43,123717,42
84,178866,36
76,52792,24
43,157587,82
50,183806,98
21,41548,70
28,106930,51
51,44627,20
64,74069,34
41,136407,52
21,61801,29
61,121453,5
38,39535,52
23,52568,7
45,189817,15
34,35191,93
18,47694,17
66,78476,64
29,114252,55
54,180926,21
87,48004,72
47,117548,22
69,120863,56
31,166091,48
45,25111,54
48,169492,64
49,156693,69
58,34333,34
46,31543,28
89,25875,26
51,90904,21
19,56279,93
39,136139,24
72,73784,33
80,72858,60
69,44052,29
36,49206,66
24,147781,100
69,182159,65
82,33489,55
66,188928,61
56,25773,25
85,198971,13
68,176364,25
53,171195,87
61,51732,84
82,43516,11
43,187893,27
53,132353,58
62,36644,45
31,146830,51
69,133637,11
35,112981,72
67,28146,100
29,64520,22
57,24860,57
83,196495,15
21,41085,46
79,142798,39
30,190791,13
69,127189,89
63,180819,39
70,185367,69
24,167055,22
44,128538,79
79,113974,11
60,34808,89
90,154969,61
41,178534,92
73,35515,65
83,61689,7
65,122104,42
78,188556,18
52,168189,27
64,58171,8
42,69347,59
63,180254,14
38,87274,66
84,169056,96
89,119554,85
31,27639,14
44,54231,79
47,95601,89
56,117356,39
40,181526,55
53,145689,37
23,70705,21
36,144991,34
18,150978,45
47,147362,90
60,21441,29
64,80514,8
80,86719,56
21,166481,18
85,127834,99
32,79382,18
79,63302,39
36,86262,79
54,131333,77
53,181089,93
66,68055,75
40,45047,80
53,142230,87
68,123077,82
56,100638,13
64,87969,24
35,168770,83
64,166360,40
54,62459,69
52,54904,47
73,117314,7
64,111075,98
23,161090,6
81,96670,16
88,61898,56
21,37921,46
70,27402,68
44,32642,3
74,84453,12
28,71174,15
46,89088,54
61,60457,55
90,124884,18
81,176130,35
25,168864,6
36,101200,66
18,62820,90
64,101123,20
74,148827,100
39,70277,75
48,58049,32
57,194861,59
86,41545,77
60,85106,16
68,156840,58
70,191676,100
74,189400,61
73,35680,24
26,174939,11
85,47416,5
90,99030,54
63,162740,98
37,36869,64
23,51281,23
31,46379,54
85,190209,31
67,126435,41
51,83434,83
39,22302,30
21,35279,78
26,167553,14
90,86980,47
53,35965,96
23,158737,50
64,20790,26
69,79025,75
19,47715,80
25,28054,81
85,185856,51
55,27583,93
64,99977,32
22,98358,57
63,39757,51
61,185593,62
78,25999,56
20,117979,43
51,134953,91
43,164350,71
80,91407,70
52,81644,71
38,188302,51
74,107686,78
76,173331,56
40,64387,2
86,32984,17
22,40022,51
41,170275,37
35,44682,52
26,159629,52
84,129494,94
73,36251,22
36,155936,6
42,22084,88
40,160682,47
72,134799,30
43,76676,81
49,190582,58
82,131353,23
60,187287,91
34,171141,4
33,199666,67
72,114215,48
51,27386,65
34,38340,81
70,159689,52
46,45606,44
37,99759,5
52,180821,74
23,189853,24
87,31997,19
55,78884,69
44,149908,15
58,69143,17
64,71667,16
67,179013,39
34,123893,56
57,83129,12
71,97846,96
87,80996,69
69,105588,30
35,149244,60
42,189145,32
46,90562,76
80,170778,98
22,49483,8
84,83248,78
23,45452,77
48,62794,39
82,86162,16
31,103668,54
58,20169,82
26,38329,43
65,81595,97
22,187638,78
86,52645,84
24,115890,13
33,153653,37
28,146665,95
54,134934,52
66,159230,91
20,135205,23
65,72139,6
35,48162,38
26,144451,52
41,69332,57
52,74709,56
46,99802,30
28,118953,87
43,105699,42
20,44018,11
70,162373,70
70,127739,96
38,135164,2
60,102332,33
60,57161,48
33,106513,72
49,34494,2
65,113562,63
41,187260,57
23,44899,90
74,176026,62
78,129877,65
23,80038,84
25,49266,98
47,134507,30
45,176667,14
33,113749,55
29,196824,9
61,27884,90
70,94432,17
31,145353,85
85,44370,91
61,26701,29
87,82084,98
49,147897,22
47,125862,15
73,189278,54
77,51519,40
38,67499,100
89,180446,98
83,104980,24
24,95679,65
58,140611,8
23,135582,67
36,183368,71
47,113488,35
51,41354,9
78,167469,19
66,104575,22
44,90429,93
62,91838,1
49,54127,85
24,106437,71
90,134160,88
32,132095,76
56,84892,50
55,31488,68
79,161995,16
33,124814,71
59,190086,21
50,100127,73
42,58643,54
63,126502,84
52,81767,19
72,77644,14
74,96671,89
52,79560,61
72,53790,65
55,93665,16
38,117959,93
81,188011,37
80,95048,7
76,58221,92
25,199654,25
39,86789,4
59,42301,20
20,91523,8
41,60947,38
89,57261,59
74,43075,90
71,176424,91
32,86714,23
44,170771,99
62,179663,53
82,159102,46
55,97725,76
42,191267,23
71,180209,4
33,107515,75
68,124816,21
89,181540,82
66,63608,28
81,152833,93
54,78763,81
51,60032,30
26,69855,70
35,100972,11
19,92598,59
61,177518,3
48,27878,37
26,110005,100
75,148505,75
35,91405,54
74,158548,14
22,33486,67
74,30698,97
74,162821,5
34,147588,43
21,177996,9
57,59952,31
29,102041,27
54,82254,14
72,61856,13
20,116319,85
28,69330,9
70,178952,4
79,88779,16
64,145346,77
51,102610,59
64,59907,7
50,87390,45
25,34998,77
20,82728,86
59,176564,44
48,152927,41
50,173841,85
45,95291,99
69,44520,47
40,28577,90
48,41916,90
74,171375,69
22,30460,48
71,148385,48
48,38915,29
88,151941,1
89,45126,77
42,171015,63
86,133856,6
38,70033,63
79,41772,94
81,128864,54
28,31329,74
81,182358,70
78,93245,6
43,125512,96
67,172473,40
74,196097,18
40,183790,16
20,144570,63
34,90159,49
55,165677,23
78,99948,20
55,58520,86
24,78839,89
83,149464,97
54,124060,52
44,154418,95
68,197695,17
80,171199,80
54,175562,23
70,167599,62
24,39271,8
76,128381,55
81,25613,51
32,119089,59
19,105107,90
69,132249,13
67,163293,22
55,117969,72
75,43631,90
69,84971,99
86,83428,23
70,26895,99
78,104682,98
73,171972,29
59,26369,56
58,54054,96
59,117094,84
63,168509,46
30,103191,6
54,199791,20
69,180335,93
68,154414,81
59,98346,84
23,27978,18
70,70065,99
53,77980,28
83,174248,4
75,147324,67
27,182070,60
87,81749,29
70,66880,76
53,50035,79
44,141273,10
83,181849,69
56,56627,99
54,84902,84
47,90622,47
28,178726,45
28,161469,58
78,181166,58
64,145384,72
88,156579,30
36,120287,20
78,150538,35
53,94305,4
76,23670,47
46,66452,60
79,161200,2
52,106927,11
46,117824,35
52,20719,90
47,41704,69
38,119914,48
54,155750,14
62,105203,83
69,25398,28
70,56505,7
43,50793,95
66,169287,5
22,135615,70
84,31648,32
74,72353,76
67,194288,26
34,184616,13
68,39133,12
38,28414,38
53,153857,90
50,28524,50
52,92915,99
85,195358,11
53,38917,13
64,69788,10
76,55120,34
30,181165,70
26,199667,84
65,181003,38
20,33073,100
75,181651,62
80,194677,86
35,168378,87
31,26930,14
47,154852,18
28,27512,59
35,37024,91
59,187235,7
83,130979,11
27,181196,24
30,23360,62
72,70168,100
19,160324,6
80,197688,65
24,142818,30
34,155250,72
26,33800,22
56,123404,57
38,184691,33
52,116319,65
20,142674,67
46,85841,81
80,183058,86
89,28987,59
81,93355,88
58,81454,55
66,94700,7
90,186274,80
29,72606,44
45,154639,1
67,64571,61
63,147842,30
58,25386,6
89,105551,73
76,109149,87
73,86205,55
65,25638,39
33,177704,44
41,64788,83
53,165482,39
31,144137,95
73,26619,86
55,60789,49
30,21427,28
32,88366,59
47,99072,41
41,25285,98
83,77738,44
88,61989,52
55,108382,10
50,55459,55
58,170537,23
54,131633,34
64,96704,17
29,23029,12
26,120732,37
36,38405,92
18,45918,12
36,196341,34
38,58860,46
65,50433,88
69,177756,87
78,115868,13
37,165713,62
34,119152,33
72,58667,11
77,120689,81
63,98775,50
38,55064,94
86,160737,46
49,73104,64
62,87248,5
56,87299,16
90,114072,58
46,45131,55
24,83054,51
49,90438,13
63,73551,26
47,150658,59
28,56000,5
59,182526,66
76,170188,12
80,164557,4
32,174133,10
51,38437,6
55,158851,26
21,66263,61
19,37552,28
59,49944,8
84,180844,1
81,50054,12
56,103537,68
25,160888,14
63,32307,80
48,191089,100
58,187267,80
82,195230,22
65,168541,40
87,61148,15
30,161602,65
71,122446,40
28,118567,33
83,98399,84
48,191777,46
57,119201,67
55,83067,73
88,98401,8
76,29183,7
58,51740,11
67,198541,59
25,75708,45
88,150677,87
83,58758,67
24,49936,19
85,26245,35
36,105676,37
64,69159,12
58,121725,17
60,51672,97
83,40674,86
46,100954,83
35,95736,19
82,51017,26
87,76830,46
29,56372,11
62,97887,63
83,31182,18
63,21884,93
79,113513,81
69,143345,73
23,154698,68
50,105524,34
63,70211,1
87,113264,58
75,79062,11
26,190876,18
47,110131,9
57,74256,59
46,128303,19
47,152023,98
29,156546,3
55,174785,8
31,91332,55
58,162408,58
74,22767,61
35,43752,10
88,178726,71
53,75830,22
84,146760,84
28,196147,79
37,84467,76
84,190750,85
43,83083,36
82,159483,86
44,142217,72
86,148577,86
22,42018,94
79,144612,98
19,77762,37
40,174465,9
76,152961,24
84,70925,93
23,159692,68
20,75068,90
62,98904,26
35,149637,76
53,53042,95
64,85779,80
85,99122,38
61,185039,46
32,96424,10
61,62451,80
70,105072,71
59,126248,26
62,20299,13
84,77693,5
71,70664,32
35,136714,19
75,185565,68
20,168609,81
56,144014,85
51,130752,10
57,92206,3
32,198910,94
21,28488,52
90,197290,41
74,197458,41
89,23423,36
83,186831,61
42,77128,84
76,65549,11
19,115080,43
85,146284,16
20,48990,56
37,34488,86
78,64331,95
40,129432,8
44,178753,97
40,171288,11
47,90228,84
27,99084,97
64,41946,78
45,170465,10
27,55949,9
78,30520,8
50,52364,59
66,26206,40
40,129268,69
84,38668,80
67,142973,5
49,115408,75
34,20177,45
32,131812,63
30,135158,56
45,80696,66
80,51535,30
23,180170,14
86,81353,12
83,147066,11
19,33663,37
73,168970,91
68,189376,64
78,141901,77
73,146136,46
33,83963,6
88,50628,80
55,167896,53
89,111601,3
51,48264,35
73,155910,20
39,54929,30
52,33583,71
49,26174,26
26,107427,45
81,166019,48
54,23293,77
26,82436,26
47,178174,39
21,189753,64
21,109002,35
60,41161,65
76,88487,46
86,152809,66
85,135134,32
22,160872,2
24,22040,98
48,71670,14
44,167902,82
18,163052,2
52,40147,79
28,90034,30
60,159371,99
43,155017,5
51,32838,24
87,143811,52
72,87735,47
75,102879,6
45,32992,24
27,44516,84
71,34152,20
26,159912,100
76,111191,81
43,99734,54
30,65085,3
51,189673,33
76,55717,37
25,144827,90
51,56385,7
72,50265,100
70,102169,21
68,149776,36
90,131035,97
64,40645,53
18,150752,45
31,109777,8
37,73406,39
34,173420,60
37,146401,83
88,113576,55
58,42386,48
24,82341,82
43,82131,83
62,75070,64
84,199785,42
24,111260,40
78,28829,46
55,153425,93
64,57010,50
85,185497,37
35,199728,55
50,144488,49
27,180316,85
27,138560,84
24,31828,78
90,22268,88
53,83592,84
26,161313,64
69,177523,21
72,46197,31
25,125683,46
87,21933,57
27,161449,91
71,167815,22
44,184628,79
63,145225,59
29,69464,56
72,39801,72
47,64626,52
70,33031,57
18,49874,12
63,176522,51
43,170294,68
37,40908,34
55,163559,77
22,193689,9
50,67370,20
85,115809,89
24,128149,97
74,98413,55
87,49732,78
85,176663,53
33,88778,58
57,44933,74
30,103046,9
44,115291,84
88,128310,18
86,118154,28
52,181948,35
64,28610,50
79,169963,5
61,157453,5
66,28903,7
41,101360,12
20,40581,47
58,98897,93
79,44139,55
26,198386,31
24,82038,19
86,99471,41
90,64827,68
21,113604,59
49,63694,69
38,98444,21
30,146712,93
65,109888,49
75,126358,5
76,89436,73
55,143508,5
81,177419,99
41,107429,20
49,175088,68
52,33236,61
19,119378,79
35,40311,13
36,74815,72
78,134250,10
42,28782,40
54,104586,67
64,80213,92
86,129626,2
83,193265,7
63,191730,13
54,78624,13
25,77675,72
64,84559,13
88,159832,37
78,151697,82
36,64463,17
35,162251,70
66,67066,100
21,50714,5
21,109876,95
74,56371,23
84,98623,76
51,140376,73
67,159662,37
32,55710,34
24,192159,36
21,142508,41
78,70697,54
64,148441,92
82,24443,32
19,29856,13
79,157180,84
40,151026,49
53,121080,64
53,116704,44
59,64743,5
55,196475,49
72,62376,15
32,115641,16
64,181326,75
34,39806,11
86,101754,100
87,58309,19
71,22897,98
82,169737,1
28,130893,61
76,153207,2
19,162907,92
88,66353,87
28,28983,81
80,92241,75
54,44337,24
30,152074,69
51,149230,50
69,140510,55
21,22396,52
77,94198,91
43,67415,28
48,40506,36
26,60435,66
22,198504,30
37,132372,52
49,37297,89
19,51263,94
70,149608,73
88,165768,77
18,40415,49
79,115675,54
63,192299,45
53,107056,77
20,182740,38
68,139554,2
26,136152,84
32,118163,38
34,50101,57
79,188574,13
69,94647,25
30,111705,21
30,32482,70
89,134951,67
41,22761,93
52,77796,65
44,25522,82
46,134459,53
37,146621,60
67,35167,62
37,102451,15
18,164134,15
35,185772,85
62,20560,61
84,146813,7
90,91393,67
85,33097,93
19,151040,9
40,84883,93
22,82804,25
53,140798,45
66,150801,98
29,59836,94
75,36346,52
89,103458,84
36,25435,76
48,95997,32
68,172285,56
27,91356,40
59,116521,63
41,196067,28
29,22687,87
52,54107,43
63,43898,83
23,158637,53
69,158387,79
56,83213,53
64,184903,54
62,147706,88
27,159416,72
30,133314,82
77,133202,67
61,95213,25
35,132442,97
40,24610,23
18,99390,24
25,63185,46
72,172675,34
67,44126,56
67,192467,22
63,63096,68
78,137972,1
51,60530,86
76,59433,76
21,158464,74
66,140622,38
29,132862,62
74,178435,55
90,144443,91
89,79964,84
60,101701,85
21,96378,96
38,70322,7
68,138383,14
