Age,Gender,Annual Income,Spending Score,Cluster,PCA1,PCA2
84,1,170291,47,4,-0.7013264708403938,1.7878558835010319
74,0,134579,13,1,-1.9311643731826227,-0.04300744958368609
41,1,178148,18,0,-0.25439872515318,0.6373828368389285
84,0,138555,19,1,-2.0723449987802605,0.29825133510023727
82,0,134939,74,3,-0.682400225488799,0.8881699469833974
60,1,20983,100,2,1.7250319241515346,-0.19140287224735011
72,1,151225,8,4,-1.2494634379518865,0.7787699802784429
65,0,56974,75,2,0.06437267542771956,-0.5706468716584339
30,0,54322,9,1,-0.5618381791842723,-2.1633269255703995
87,1,189593,23,4,-1.4248338085783474,1.8284417144023952
25,1,80819,2,0,0.12060515913509294,-1.2885430701179266
80,1,64344,38,4,-0.45593737023152947,0.07755776113192228
88,1,28821,84,4,0.5514566612036911,0.3093613423971047
76,0,179441,4,3,-2.351673415521279,0.5284011346804005
73,0,98804,19,1,-1.6403523407886176,-0.5008195671967001
79,1,40055,15,4,-0.9012089967542959,-0.576495878637126
71,1,180401,57,4,-0.14039097532121764,1.7838590809046886
54,0,188310,70,3,-0.1940297507534532,1.0138069274752357
61,1,23397,55,4,0.606947487528832,-0.6952018638281301
83,0,122923,79,2,-0.5492798938297441,0.7995312089817901
43,1,123492,22,0,-0.03048980784345626,-0.0522333087704079
82,1,166464,81,4,0.1840100399074981,2.113755415625611
37,1,169211,52,0,0.7024262870718143,0.8482655102957497
28,0,159110,40,3,-0.11060749961415557,-0.32207505846556184
35,0,152630,61,3,0.2256812529206099,-0.006807959326034229
65,1,103966,35,4,-0.2516899042552224,0.29188825745063485
58,0,23589,45,1,-0.3556430124596622,-1.567637755002875
85,0,97522,11,1,-2.1553482476283055,-0.36675515267805486
27,1,156155,3,0,-0.1608225396779397,-0.15722521787323224
77,0,138289,64,3,-0.7980338966310724,0.7068456740396639
67,0,112189,15,1,-1.6178185161102867,-0.48510747685119143
90,1,99822,56,4,-0.4133371847791632,1.0182783663003339
36,0,158700,92,3,0.9241603794518477,0.48623691147953085
64,1,68848,88,4,1.1678678283215032,0.42761713438207316
53,0,88212,3,1,-1.4454440650402938,-1.2707904518505642
68,0,110326,43,1,-0.965092995291714,-0.14275001680202198
53,1,195695,26,4,-0.44713605203272744,1.2394648802942827
58,0,37562,11,1,-1.2203258842051035,-1.7904714471563825
72,1,20878,82,4,0.9654896611888707,-0.16480045941292987
32,1,88808,88,0,1.9727403404893855,0.04142265169832304
38,1,87383,97,0,2.030666553353195,0.2588208715728346
81,0,196802,87,3,-0.548492866612389,1.913082336023033
43,1,172638,76,0,1.1051217127759596,1.3214531051561198
86,1,39459,25,4,-0.8492133462297723,-0.31383348575092845
52,1,102466,40,0,0.22761931080977044,0.05978435284897945
51,1,77602,43,0,0.4098872191067146,-0.27934244524053237
27,0,72109,66,2,0.832144741018275,-1.2635825780507735
69,1,145865,95,4,0.9435214676556899,1.7204919547372606
31,1,175266,79,0,1.4953203586802382,1.1444860618600528
34,1,87545,13,0,0.11780409775999286,-0.8668148350303881
48,1,171641,8,0,-0.6639557935373639,0.5669740380864923
52,0,29336,41,1,-0.30765843531794695,-1.6611099627829162
42,1,141977,33,0,0.19983347586577707,0.32773833378563616
84,1,35601,66,4,0.20466357379003428,0.09862385839101484
24,1,98324,40,0,1.003879932100991,-0.5870053049141686
36,0,152925,19,3,-0.8131550815555522,-0.5036116800768424
40,1,66985,16,0,0.095115807996953,-0.9975214013940438
34,0,55205,20,1,-0.40901626077027936,-1.9300487247398042
29,1,44290,1,0,0.10933911109957899,-1.7392094341973237
36,1,27305,34,0,0.7693811489877503,-1.4249655645026038
64,0,72189,97,2,0.5702788926555363,-0.10070370492549525
61,0,106352,60,2,-0.352174836404617,-0.13516490844279985
88,0,130826,84,2,-0.5914548222789084,1.0795722353855748
48,1,32916,29,0,0.30360425537079827,-1.1550804150655536
73,1,163246,70,4,0.17512201518132148,1.7421736217300643
32,1,63786,81,0,1.8876795988615092,-0.4032648043278645
76,1,98554,73,4,0.3811789927009992,0.9176503560340012
42,1,34632,66,0,1.3515808547818553,-0.7965982743167627
40,1,53210,42,0,0.766639361213714,-0.8712869838120796
80,1,166058,49,4,-0.530173996364155,1.668263031631507
18,1,112627,21,0,0.6624181965033055,-0.744601128414898
63,0,138351,5,1,-1.836695245617555,-0.31935192387433975
78,1,140540,67,4,0.042440469321502285,1.4852329865036764
90,0,182058,52,3,-1.5866257155933303,1.4561789339749593
33,0,21603,5,1,-0.6307562712121598,-2.617800926728929
81,1,180509,46,4,-0.6777445119665166,1.8585372378931386
26,1,177735,27,0,0.3719996067269046,0.42856227919758305
29,0,89885,4,1,-0.7734200018429748,-1.7380866337638279
19,1,40966,23,0,0.9220956466427463,-1.7231441434557528
36,0,169052,94,3,0.9377911357994025,0.6590749308232421
46,1,42394,10,0,-0.13070269857627206,-1.2977090000601585
76,0,91358,4,1,-2.058170060031324,-0.7307348343943298
63,1,121571,73,4,0.6584823339307294,0.97387050134923
28,0,89697,94,2,1.4200571450307087,-0.6431753951893407
23,0,170583,19,3,-0.5179948952811405,-0.5239977999691051
56,0,156770,20,3,-1.3465181978061507,-0.016518969171329067
84,1,135440,17,4,-1.3070720093520791,0.9168037707428266
50,0,91772,47,1,-0.3168668186851784,-0.7359925698346617
36,1,197750,37,0,0.27362484578060653,1.048811484507173
19,1,87765,85,0,2.2580272172707865,-0.2835781533959912
89,1,98876,67,4,-0.11826742671590802,1.120486183656384
57,1,40926,80,4,1.259022539833425,-0.2178492486053094
40,0,34644,40,1,-0.022639657123674148,-1.8494815565014342
90,0,109054,92,2,-0.38086964561317216,0.9097437743355111
29,0,50126,9,1,-0.5206259152495422,-2.2442932539909544
20,0,51082,7,1,-0.32686021669816834,-2.444349847656319
59,1,144986,19,4,-0.6099886251682881,0.5534948821493914
79,0,154154,86,3,-0.37598559153896155,1.2490355412708714
67,1,158573,14,4,-0.9934198187668485,0.8534559618933054
22,1,20199,34,0,1.1742886969537507,-1.8203351172729105
68,0,98684,89,2,0.18057203603860716,0.2625495334609529
54,0,126194,89,2,0.4701348278809484,0.3620115680059152
31,0,34553,46,1,0.3671143320487356,-1.9650752292360767
23,1,153922,20,0,0.3646023613104828,-0.06179769426646487
30,0,44829,10,1,-0.5061438945054694,-2.286599519617278
22,0,143583,100,2,1.548261119865934,0.07578073104786297
67,0,67979,53,2,-0.5561324740057849,-0.644793259340142
83,1,106391,43,4,-0.5574229379731238,0.8037131724684101
59,0,89423,28,1,-1.0113022108600227,-0.8168516048129789
35,0,172523,41,3,-0.3218535577091197,0.028985948384858486
62,0,111818,38,1,-0.9269926812437522,-0.3094756492089289
64,1,73644,91,4,1.2240743026486798,0.5334615046540684
64,0,168209,46,3,-0.9768562038180659,0.6380266431302899
40,0,192881,39,3,-0.5739671866851201,0.4000687595128122
33,1,114073,89,0,1.8853860301538627,0.4359965273803326
63,0,127043,20,1,-1.4380789314668903,-0.29456781960187245
41,1,22648,9,0,0.04718433702018426,-1.697329467102557
18,0,22036,55,2,0.9793833209885985,-2.3049510030896347
51,0,191216,97,3,0.5276651424988403,1.3279679280873016
74,0,153154,39,3,-1.367434986264694,0.5456663558434642
50,0,187197,72,3,-0.03327349880742637,0.9388141031196823
56,1,151648,8,4,-0.8151820861239595,0.449056564913803
66,1,150663,42,4,-0.2660835975895039,1.067402260139912
19,0,191192,95,3,1.3510019032585916,0.6312471359910663
88,1,171265,83,4,0.052753343956231394,2.333152608883097
59,0,82408,14,1,-1.3248015977223424,-1.0911320989491091
78,1,51724,84,4,0.7474478319685751,0.4269068994219244
52,0,131198,21,1,-1.128324003825543,-0.45357898606794134
33,0,127024,83,2,0.8948387245219427,-0.1413811234813453
66,0,86216,88,2,0.252515850867869,0.029922235622785842
76,0,95150,45,1,-1.0842452329074461,-0.16695163482645925
63,1,26230,58,4,0.6152335635699924,-0.5754483254673256
28,1,107082,66,0,1.4913980567178744,-0.05472430500324802
61,1,199363,3,4,-1.2306399275726188,1.1739183021340973
83,1,53211,4,4,-1.3186560042767346,-0.4412081756033974
53,0,49697,46,1,-0.282422237268082,-1.286923351162774
75,0,31898,23,1,-1.3756249215573886,-1.3655480003208287
48,0,107177,15,1,-1.0837350454777228,-0.9554685964494698
73,0,146108,59,3,-0.8354772772715171,0.6725337700070868
79,1,132708,71,4,0.13755675521614383,1.4439753213721285
44,1,149592,87,0,1.4193700254669417,1.1497140796878875
78,0,104986,70,2,-0.5699202262799713,0.3263405200361208
29,0,31416,69,2,0.9854647856011038,-1.7660280132710993
26,0,140235,35,3,-0.11356455437565734,-0.696004486860622
30,0,93767,48,1,0.24516159111051206,-1.114745762724361
76,0,92672,48,1,-1.0038008987454101,-0.16508822613671695
76,0,114130,66,2,-0.6421775795528342,0.3653680591660103
59,1,56097,96,4,1.5390086693244436,0.239847725780407
62,0,80104,74,2,0.044930267215027186,-0.31539001878542955
52,0,165429,15,3,-1.3867605614354985,-0.03882317348860625
63,0,119821,28,1,-1.2215147837548097,-0.2983757864592193
42,0,116540,19,1,-0.8552998654259905,-0.8978208549982603
80,0,118905,66,2,-0.7670111749182558,0.5175661515612782
77,0,189466,1,3,-2.484495956470205,0.6554061993468919
84,0,50108,84,2,-0.2135698398583954,-0.15822197543711117
31,1,153075,43,0,0.7030154792891112,0.37983489196840003
59,0,195896,82,3,-0.06671128286543365,1.3763174300409364
47,0,27095,12,1,-0.8618486598212054,-2.158502357952353
37,1,40150,3,0,-0.04658643159417197,-1.6056527497716997
87,0,32857,2,1,-2.2108998973174345,-1.3610219573635725
30,1,140216,7,0,-0.09315409077905103,-0.27240146140502275
22,1,31929,99,0,2.699261809590666,-0.8447901725964351
66,1,98311,26,4,-0.4766394314341653,0.120177348398437
39,1,80043,47,0,0.8247714167198752,-0.44655392359468943
86,1,135603,90,4,0.39448196875800473,1.8683995110295208
60,0,174351,64,3,-0.4552753848719389,0.865602499491347
72,1,175828,60,4,-0.08019652178058992,1.776759724075756
87,0,154901,17,3,-2.2566287969003676,0.5700130664740033
27,1,137377,51,0,1.0567454081308165,0.17092347956539775
71,1,36027,49,4,0.14818133552119286,-0.37937967371489945
28,0,68291,4,1,-0.6742354688118898,-2.067755295097228
42,1,24001,95,0,2.084815548870636,-0.5881346292362265
24,1,150027,90,0,2.034721436090919,0.7735182882744538
89,0,168614,76,3,-0.9370993070416451,1.5413025324402165
58,0,73485,73,2,0.15184585188402183,-0.5063765786485297
67,0,152453,43,3,-1.078234646827179,0.4384654094343804
86,0,187146,1,3,-2.721841529350398,0.8111071606222556
78,1,134947,61,4,-0.0832976376335937,1.330709473532882
34,1,150736,18,0,0.02755616208248907,0.09863650389741346
43,0,123366,43,3,-0.3277769370558992,-0.4809700077653059
45,1,162551,21,0,-0.23916298444771505,0.5356517442268209
90,0,99288,97,2,-0.22801591233661378,0.832283508347664
60,0,116720,92,2,0.4105066269095978,0.3897780481229932
67,0,81991,60,2,-0.4343850624876414,-0.35749243886806564
52,0,47406,76,2,0.4743156765502445,-0.9677967035159271
54,0,29398,37,1,-0.45857616100714554,-1.6679684919183693
46,1,148427,90,0,1.4409779276862393,1.2123166853561091
70,0,117045,46,3,-0.9697555476968368,0.032553427622658705
72,1,126003,11,4,-1.0932333072426899,0.45551062429582323
56,0,165783,2,3,-1.8096746249211908,-0.11139594730154721
71,1,70085,90,4,1.021256139856803,0.6170523824997224
40,0,189156,8,3,-1.3074908182076834,-0.0384696068876989
48,0,99430,37,1,-0.5285473064553103,-0.7927794689961175
80,1,125030,42,4,-0.5619007835630015,0.9947717165063997
61,0,113868,53,3,-0.545656183381223,-0.11472553906847219
51,1,71339,1,0,-0.5798663778397302,-0.8908770024208698
38,0,43468,3,1,-0.8878914089551568,-2.225175730516502
83,1,173203,52,4,-0.5634867104800015,1.8706411045640263
79,1,194818,63,4,-0.2619009380851268,2.232400695340652
46,1,96971,15,0,-0.19224773012709442,-0.45539376273663623
47,1,172003,86,0,1.2389393485240225,1.5206029695988683
27,0,107792,45,1,0.20793326966078599,-1.0145012130700926
28,1,137625,62,0,1.2933752568414276,0.3321694031069263
56,0,167222,87,3,0.23083825708420577,0.965614533314406
88,0,188402,95,3,-0.5186182208350931,2.0393300653685955
29,0,67197,3,1,-0.7218832489433317,-2.074837592738463
77,0,86419,13,1,-1.8523813809274163,-0.6684938718280308
90,1,118604,42,4,-0.8127953385042644,1.1127629073494358
79,0,179720,93,3,-0.2927375246086606,1.701499412350777
79,1,60062,42,4,-0.3181887646263352,0.04507690344511408
51,1,178931,18,0,-0.5293145519599232,0.858425822024343
28,0,76942,59,2,0.6203728015124929,-1.2605113639958303
53,1,118042,28,4,-0.14026184575847306,0.15428193125111267
87,0,63313,73,2,-0.603949443907883,-0.04321883261983158
56,0,119512,86,2,0.3657513818271062,0.27117707162996485
80,0,42513,20,1,-1.619336124766308,-1.146168918626368
34,1,27740,7,0,0.172707021512541,-1.7962924158176659
37,0,190729,45,3,-0.34072975770590347,0.3809233940328931
76,0,120275,21,1,-1.745463488137278,-0.10608174221248676
48,0,71907,72,2,0.4053482713808149,-0.7512127015382648
79,1,163469,75,4,0.131307110864349,1.933414974389042
72,0,22824,20,1,-1.335884542934882,-1.5955008979566978
86,1,68212,58,4,-0.15096118972292033,0.5073345678763215
42,0,192245,69,3,0.09556403177863412,0.8058084626744474
28,1,155256,58,0,1.1383768240515504,0.5344876127362027
34,1,162056,81,0,1.5057705554246166,1.0434631322891221
18,1,118228,20,0,0.6196925330064209,-0.6769642097155768
32,1,65636,84,0,1.9537025063854823,-0.3395331523431
77,1,195770,71,4,-0.018112205591884884,2.3034690638846493
70,1,158672,43,4,-0.37763083268061226,1.278258704055711
37,1,98586,86,0,1.7558805686831425,0.26126562593594993
28,0,43056,88,2,1.4310960068000167,-1.3844751675811304
44,0,44316,81,2,0.8227695791553319,-1.1177044214604308
24,1,56346,62,0,1.6731295600438156,-0.9136442357399064
32,0,178025,76,3,0.5836907035111448,0.4796861200024532
37,0,54165,37,1,-0.07818132441508123,-1.6706723429956314
19,1,73665,43,0,1.2943874651862877,-1.0071416899439551
53,1,65798,80,0,1.285068696303592,0.05375298454644697
22,0,193068,73,3,0.7336850236131374,0.4475877925556592
45,0,189649,57,3,-0.2662271477576109,0.6825094893019393
18,1,149899,57,0,1.404471334875802,0.23563113600823082
56,0,141924,16,1,-1.3932992847262544,-0.2784555972251472
65,0,25498,18,1,-1.202304785981611,-1.7290288679951347
53,1,44464,64,0,0.9711570834710733,-0.45007332032696035
83,1,100667,78,4,0.3038356991783572,1.1568940424189125
64,0,58197,48,1,-0.5621578421415266,-0.9097243476835872
84,1,167749,69,4,-0.16348242998136375,2.0249498645474038
51,1,33043,31,0,0.26961393292112623,-1.0654525218948692
64,1,26207,57,4,0.5640170801276989,-0.5672208059715528
40,0,59318,34,1,-0.2492311189896436,-1.5713419179448638
49,1,76998,80,0,1.3566716330407647,0.12991560995108162
72,1,171683,53,4,-0.23482198705052865,1.6305064906166151
45,0,51160,68,2,0.45992207239966815,-1.16045844819159
53,0,67671,76,2,0.37955953446231705,-0.6571259385178053
87,0,84557,60,2,-0.9875488387069646,0.09888841211621609
71,1,57776,29,4,-0.4055378946649705,-0.31705446758543904
66,0,89653,79,2,0.024501342437291754,-0.0328046282584106
83,1,199893,5,4,-1.783355967564551,1.6680222101556579
30,1,136991,27,0,0.3988409002565848,-0.06992829905089022
56,0,130365,39,3,-0.8013470495488,-0.15782984705364977
37,1,150893,63,0,1.0281510015630355,0.7231276710014122
41,0,95729,11,1,-0.9512239426480004,-1.3157262857443335
70,1,147532,65,4,0.1888627983434057,1.392445301587619
89,0,71424,95,2,-0.15606386013011067,0.3881285303346657
88,1,54709,91,4,0.6336317846549123,0.766428165034542
26,1,71104,11,0,0.34230805580447854,-1.2945744573614764
55,0,169139,21,3,-1.3364401000555226,0.15173810738658183
71,1,52721,32,4,-0.316506680547692,-0.35202896623656355
86,0,81031,11,1,-2.1276288912160823,-0.5815070195079909
54,0,73555,89,2,0.6455344297296108,-0.3904566526056072
52,1,160104,95,0,1.3589968910420078,1.5672916005615714
28,1,40934,72,0,1.8561859715383344,-0.9257298221221446
43,0,102757,7,1,-1.1253532344094608,-1.2230066765264769
89,0,146649,85,3,-0.6473472309701169,1.3391738483153666
87,0,97521,4,1,-2.3782433839381083,-0.41180038214203296
35,1,188659,38,0,0.35521029465250004,0.9103004231003945
73,0,165317,70,3,-0.6347971278095471,1.0838399154937788
19,0,179553,33,3,-0.10208709819068325,-0.3057108516997078
84,1,76615,49,4,-0.3410616640528104,0.4736260623885138
74,0,28809,18,1,-1.458413541255273,-1.4928334339854203
27,1,112143,11,0,0.1783303987028898,-0.686941842499494
61,0,62204,74,2,0.13180593934014978,-0.5922533911327362
41,1,138359,79,0,1.345992232887498,0.8267549967244452
27,0,189580,92,3,1.0663405307093314,0.7387977405243686
84,1,27593,86,4,0.712596107249389,0.23272460677100423
64,0,106798,60,2,-0.4353529955287322,-0.06583436358967566
88,0,43302,28,1,-1.647311031094687,-0.8675805219572823
81,0,157448,64,3,-0.9707967435588559,1.0646613291788318
28,1,46383,45,0,1.188343226356183,-1.1834121233083394
45,1,27858,98,0,2.062458853882782,-0.4327581237607384
86,1,74395,95,4,0.7187467531240386,1.0555819965244537
41,1,110240,66,0,1.1268764062803562,0.2632240497386406
34,1,103152,53,0,1.0282974515143137,-0.14656632863120297
46,0,197447,37,3,-0.8006906129503772,0.5663918253596331
85,1,54029,84,4,0.5491525469976596,0.6067516648014892
50,0,58267,74,2,0.4444619583263405,-0.8793674391394881
18,1,92870,47,0,1.3538745071481844,-0.7038786866626062
74,1,84161,17,4,-0.8638973194409826,-0.026073505899482104
84,0,27598,61,2,-0.6919999899775834,-0.7658600132283195
25,1,110272,4,0,0.07058904158855174,-0.8426585361766606
36,0,72942,3,1,-0.931641035678327,-1.8458184380486213
41,1,33166,98,0,2.1536946570135473,-0.4408209349305655
42,1,177137,46,0,0.3954878272052194,0.9919195351707593
81,1,101078,23,4,-0.9665069112388472,0.4372203007036047
25,0,121952,95,2,1.4183340076029334,-0.23262034148533117
26,1,94811,40,0,0.9611243238540226,-0.5952532017762107
24,1,191499,97,0,2.064968760852774,1.453356530391934
22,0,172849,90,3,1.2101187718675983,0.3698476309149036
42,1,80041,33,0,0.4062118215809077,-0.5576293918891536
71,0,151678,93,3,0.018547277349323068,1.1327622952562788
63,1,140920,23,4,-0.609113145449141,0.6290267655076297
54,1,161757,1,4,-0.9628422720562266,0.46459254098579666
45,0,184031,18,3,-1.185942629440049,0.11748125296715645
89,1,127370,93,4,0.412410636074722,1.850950909888369
53,0,160714,12,3,-1.4704676151743852,-0.12252464906440373
75,1,59182,76,4,0.6117893357634289,0.3711334300045215
57,1,161858,28,4,-0.3951848397783832,0.864566457676177
86,1,98918,55,4,-0.3254646808025279,0.9089870491431143
39,1,80927,3,0,-0.23692175005366867,-0.980780384263934
56,1,177710,90,4,1.0710966066131369,1.840763768024918
67,0,55805,42,1,-0.7802541059998193,-0.9555349197111959
35,0,47204,49,1,0.28822427338451234,-1.66300453427938
39,0,58698,8,1,-0.8455580898147415,-1.924336151323984
75,1,125398,25,4,-0.8360351785658026,0.6838191562569703
66,0,65088,100,2,0.611666274663083,-0.12295551057872724
52,0,84740,58,2,-0.08320979488471003,-0.6578283677925588
57,1,193597,33,4,-0.3806308552570963,1.380415211549673
22,1,48037,92,0,2.477150865184707,-0.7015291889913241
59,0,137121,37,3,-0.9536757918789287,-0.023156020762892304
41,0,35307,79,2,0.8863558145900498,-1.3342994442398
69,0,154674,67,3,-0.5625979713378447,0.8104733408088943
59,0,127921,49,3,-0.6342709265261404,-0.005524431007144798
77,1,42953,43,4,-0.18265567922020218,-0.2290355200868341
83,1,138089,11,4,-1.4330427933438477,0.8591136544215987
37,1,151578,100,0,1.916178954496887,1.1927818460367827
73,0,103224,44,1,-1.0535192031666543,-0.1269185044695946
80,0,195726,67,3,-0.9989257208396819,1.6281418827839331
22,0,48681,84,2,1.4794871028996441,-1.4796913507960128
36,0,139139,87,2,0.8690278058366759,0.14447121371665875
70,1,32284,24,4,-0.41367697162428496,-0.7645881116332058
57,0,49559,12,1,-1.209008236845104,-1.6275320661866761
72,0,40145,56,2,-0.527352226453328,-0.9004657966525587
73,0,144401,73,3,-0.49291511704108537,0.8221343154326851
35,0,134798,20,1,-0.7014605728173141,-0.7712912827067769
57,0,83374,10,1,-1.3698088523246688,-1.1690080934760336
38,1,146412,76,0,1.3286633476398315,0.8416305193551756
58,1,103436,93,4,1.3363126604225837,0.858281946924246
53,1,148873,6,4,-0.7723683030140307,0.32157582787869643
77,1,42635,27,4,-0.5665951807369947,-0.43244061398792516
82,0,104966,30,1,-1.6412740850140255,-0.08715364477514871
24,0,178004,7,3,-0.858702591998782,-0.5460749729696766
79,1,104869,76,4,0.3506319403479974,1.1081636780573554
30,1,178671,74,0,1.3908929347800474,1.110031582899221
42,1,123545,57,0,0.8387498344947407,0.36254407711750086
53,0,189419,62,3,-0.3629939554954137,0.9092452797760396
31,0,102578,51,1,0.2607589156946152,-0.9305224374228461
26,1,48776,89,0,2.293578382311673,-0.6443113576018279
87,0,170557,35,3,-1.8756725023487246,1.0175304544574795
49,1,112382,34,0,0.13189534680265758,0.06400511521269436
78,1,28023,3,4,-1.1226355574593123,-0.9186213829442038
25,0,193566,56,3,0.24127203282647958,0.3063736417180439
32,1,83037,70,0,1.5588460139790419,-0.2647898414211758
43,1,101871,33,0,0.30624090761484507,-0.2245871387309788
50,1,26811,22,0,0.1010483954470259,-1.2873815957940453
43,1,139631,19,0,-0.15645426892383385,0.14118564660022345
51,1,32218,59,0,0.9461113879554771,-0.7292419851354442
71,0,164876,44,3,-1.2044898711004526,0.7124194563779582
86,1,24665,27,4,-0.7517930348358361,-0.5004545343130922
42,0,131830,2,1,-1.3153095813562798,-0.8905401599012116
66,0,187560,6,3,-2.058295254588517,0.4594685919491911
37,0,39192,46,1,0.1882725503964335,-1.772851221871222
52,1,198962,48,0,0.09858236608963175,1.5386128134576917
43,1,99031,20,0,0.0028923536547455072,-0.42675779868931946
56,1,186643,47,4,0.006645629766800187,1.434025509029978
42,0,104019,39,1,-0.33232946264649244,-0.8282329028267816
29,0,191079,73,3,0.5496978731116867,0.5660503405810593
89,1,169653,30,4,-1.244415525308095,1.6723727670195512
20,1,61316,99,0,2.655802077534204,-0.4666765347419248
51,0,23876,14,1,-0.9119203775123835,-2.0957201259477722
77,1,151476,61,4,-0.11114361470483901,1.546004545826129
22,1,155741,37,0,0.7948334690581415,0.15450771368553598
52,1,115542,92,0,1.4352956042585518,0.8929970078150264
50,0,127292,25,1,-0.9645975988395065,-0.5016699780105995
86,0,99936,56,2,-1.1078126539078594,0.24802954123748958
37,1,65751,69,0,1.4562292531587666,-0.4193948084893997
50,0,46339,33,1,-0.5023527192764462,-1.5594537873784073
46,0,42984,63,2,0.3396226054364029,-1.318491920803798
20,0,159909,10,3,-0.6172977891788377,-0.8513947522862534
60,0,154753,81,3,0.01908911524429691,0.7967394587115454
66,1,97759,34,4,-0.28230054150301886,0.21171623523281785
58,0,129533,40,3,-0.8289736337204275,-0.11532446137440004
77,0,114109,56,3,-0.9099627302746542,0.26176579987337767
25,1,193099,61,0,1.166158675065538,1.0497798745414362
36,0,25679,27,1,-0.19665625020047195,-2.223148397683204
83,1,53064,29,4,-0.7166050627139129,-0.13259183263792934
72,0,90949,85,2,0.0011735153458465558,0.1862038389154276
37,1,58954,29,0,0.5163798992470201,-1.0137054166840689
22,0,87050,18,1,-0.23648446494869796,-1.751505779235761
48,1,180428,78,0,0.991135979836483,1.5625926872007068
69,1,34294,1,4,-0.946580090557963,-1.0427006861490684
51,0,42047,86,2,0.7600276468914684,-0.9411009019236685
62,0,177862,83,3,-0.06424937145208746,1.1939072887740856
58,0,52883,76,2,0.2926815761542507,-0.7635935861969992
84,1,42024,92,4,0.8088849146140962,0.5135862746034914
34,1,43908,39,0,0.8888314962322632,-1.1674541423273403
62,0,68465,71,2,0.011525507879594311,-0.5190542570952799
74,0,187688,34,3,-1.6028187322426273,0.9771822248653013
78,1,185488,73,4,0.03704289112387657,2.202331526016891
69,0,111978,66,2,-0.44439210934061174,0.18771041052030357
69,1,40871,23,4,-0.4391216757415619,-0.6752516887886237
29,0,28669,47,1,0.46524434120434655,-2.0787276178820213
74,0,177804,25,3,-1.7864460354408476,0.724033256332305
31,1,25148,63,0,1.610532823517853,-1.2002921479362125
79,1,77591,32,4,-0.6172219895999603,0.17136478955206347
34,0,113964,63,2,0.429876672641728,-0.5556614072590423
80,1,129865,44,4,-0.5298867067990432,1.088744879505694
61,1,107955,71,4,0.7101889807299018,0.7124039729501938
89,1,129756,54,4,-0.5339751549448368,1.4003388979836593
50,0,114366,31,1,-0.7771519133469121,-0.6118733591203307
51,0,119324,31,1,-0.8209032547072901,-0.5200143316723255
19,1,76012,60,0,1.6956285347174271,-0.7623035756615434
20,1,94345,25,0,0.7651244861483081,-0.9142552865905158
22,1,39157,69,0,1.9533038839479588,-1.1143280040211756
39,0,89863,86,2,0.9274670021384056,-0.5093970029089248
72,0,166995,4,3,-2.2012791076464806,0.26654701309933915
53,1,86365,13,4,-0.39564686969722723,-0.4849676161906073
34,0,173623,2,3,-1.2367235615769345,-0.46099428935525927
39,0,163949,98,3,0.96935270414144,0.698798013618822
72,1,40658,20,4,-0.5922913004132021,-0.652627593109642
77,1,77513,82,4,0.6406215100040966,0.7497151509624892
52,0,121475,80,2,0.32375846638485367,0.14072563910838445
82,0,73461,51,2,-1.0309842219037244,-0.2765109985528252
63,1,93886,30,4,-0.2839529773350619,0.04368230405088892
83,0,65820,3,1,-2.187751500069506,-0.9613311375517469
35,0,166709,95,3,0.996891421327107,0.6170257237960407
65,0,112163,93,2,0.3136001670028021,0.4419900316166571
47,0,161562,18,3,-1.1655345215707682,-0.16174040080349006
43,0,151202,87,3,0.6382176684780014,0.4638054241222925
51,0,76833,87,2,0.6681788747064075,-0.4314104772874862
81,1,141222,1,4,-1.6296454263225664,0.7376424204842708
41,1,175369,32,0,0.09173547051070914,0.7716592702469058
24,0,108217,20,1,-0.3133519695445466,-1.3820986073245454
61,0,148865,92,3,0.27616486826432496,0.8702719948089298
39,1,55406,21,0,0.2812413570385314,-1.1218832953005884
32,0,172282,17,3,-0.8168571584773743,-0.3357031287415279
90,1,69779,55,4,-0.3372926701135878,0.5763885604137566
66,0,180478,57,3,-0.8075124784328607,0.9920963358926381
41,1,57135,16,0,0.10070653818381185,-1.1173409660700422
43,0,120986,81,2,0.5945264164464338,-0.04270093419354129
86,1,157524,92,4,0.3695633986786293,2.206615004190263
26,0,118886,57,3,0.4869467163313522,-0.7277543255114497
19,1,177436,36,0,0.7801726567848255,0.38925141287823617
74,1,58274,2,4,-1.138575333267534,-0.5825556945893126
68,0,189877,25,3,-1.663290686777296,0.7707052937794673
84,1,147887,44,4,-0.6988609303239895,1.4303072553873664
19,1,138816,44,0,1.101358790074981,-0.06338721548029011
83,1,87975,80,4,0.39425188885482354,1.0003208329062259
38,1,141253,26,0,0.14273152908381825,0.14644784943908334
39,1,39053,57,0,1.2019795701490459,-0.9082140037738464
61,1,113273,93,4,1.2218425379070517,1.061855715618302
84,1,190035,1,4,-1.8739883595232076,1.498373455968249
42,1,35799,18,0,0.1926949181844973,-1.3764941142389033
81,0,117484,65,2,-0.8135693509575889,0.5058094279594446
24,0,98243,82,2,1.211754197784687,-0.7540958743323188
49,0,160054,49,3,-0.46903524741313335,0.24396287407984074
46,0,144493,29,3,-0.8167409507336003,-0.29000894357813345
32,1,78326,83,0,1.8873554257358178,-0.1705598249750146
68,1,133648,22,4,-0.74509778204427,0.6175707329025185
30,1,137054,91,0,1.9386274425542118,0.7264095658918102
