Age,Annual Income,Spending Score,Income_Spending_Ratio,Gender_Code
18,75022,95,781.4791666666666,0
36,146184,44,3248.5333333333333,0
62,107656,97,1098.530612244898,0
60,25538,72,349.83561643835617,0
90,158153,77,2027.6025641025642,0
64,118811,62,1885.888888888889,0
52,173043,28,5967.0,0
32,173832,70,2448.3380281690143,1
29,128469,24,5138.76,1
30,129006,43,2931.9545454545455,1
90,24347,73,329.0135135135135,1
21,137238,24,5489.52,1
31,172777,13,12341.214285714286,0
73,47675,21,2167.0454545454545,0
66,62725,40,1529.878048780488,1
19,179203,29,5973.433333333333,0
50,91959,49,1839.18,0
39,56090,48,1144.6938775510205,1
81,122073,8,13563.666666666666,1
90,184985,55,3303.3035714285716,1
50,42453,77,544.2692307692307,1
77,32206,76,418.2597402597403,1
36,102044,22,4436.695652173913,0
47,22417,20,1067.4761904761904,0
71,112988,65,1711.939393939394,1
52,93248,46,1984.0,0
28,196498,2,65499.333333333336,1
76,80972,13,5783.714285714285,1
31,47445,52,895.188679245283,0
44,56760,87,645.0,0
86,129626,68,1878.6376811594203,1
72,171751,52,3240.5849056603774,0
52,54960,27,1962.857142857143,0
86,132309,57,2281.189655172414,1
34,69121,49,1382.42,1
69,150531,44,3345.133333333333,0
46,122155,80,1508.0864197530864,1
84,170667,10,15515.181818181818,1
31,131478,6,18782.571428571428,1
57,135246,46,2877.574468085106,1
38,68582,22,2981.8260869565215,1
36,179806,92,1933.3978494623657,1
53,21829,14,1455.2666666666667,0
62,126098,74,1681.3066666666666,1
71,69428,84,816.8,1
32,133103,54,2420.0545454545454,0
20,23661,42,550.2558139534884,1
89,148969,16,8762.882352941177,0
55,78452,57,1352.6206896551723,1
59,173817,3,43454.25,0
24,77422,89,860.2444444444444,1
66,159216,51,3061.846153846154,0
53,24437,20,1163.6666666666667,1
71,32974,33,969.8235294117648,1
49,34406,77,441.1025641025641,0
23,52133,44,1158.5111111111112,0
18,186928,55,3338.0,1
47,131528,11,10960.666666666666,0
24,115246,30,3717.6129032258063,1
21,83859,6,11979.857142857143,1
68,38682,98,390.72727272727275,1
45,148549,88,1669.0898876404494,0
66,124247,91,1350.5108695652175,0
51,175388,45,3812.782608695652,1
45,135329,100,1339.8910891089108,0
67,56289,95,586.34375,1
20,36956,16,2173.8823529411766,0
27,118526,20,5644.0952380952385,0
40,84640,93,900.4255319148937,0
24,140497,68,2036.1884057971015,0
26,192599,5,32099.833333333332,0
57,73842,48,1506.9795918367347,1
90,146104,10,13282.181818181818,1
77,75634,94,796.1473684210526,1
26,198146,47,4128.041666666667,1
82,59440,51,1143.076923076923,1
36,185148,43,4207.909090909091,1
23,73697,97,752.0102040816327,0
22,28146,27,1005.2142857142857,1
47,158881,23,6620.041666666667,1
54,149112,6,21301.714285714286,1
37,142577,94,1500.8105263157895,0
77,24926,89,276.9555555555556,1
36,40274,48,821.9183673469388,1
46,173593,56,3045.4912280701756,1
60,190389,66,2841.626865671642,0
86,133492,64,2053.723076923077,1
63,31450,75,413.8157894736842,1
63,57791,55,1031.982142857143,1
89,163783,60,2684.967213114754,1
27,197650,70,2783.8028169014083,1
49,114530,55,2045.1785714285713,1
27,111483,76,1447.8311688311687,0
48,73728,83,877.7142857142857,0
22,108290,65,1640.7575757575758,1
56,185904,9,18590.4,1
80,28846,41,686.8095238095239,1
24,77953,99,779.53,1
78,92893,6,13270.42857142857,1
72,179246,39,4481.15,1
74,96944,8,10771.555555555555,1
86,94557,52,1784.0943396226414,1
19,195200,89,2168.8888888888887,1
57,165877,30,5350.870967741936,1
67,171802,100,1701.009900990099,0
30,147995,58,2508.3898305084745,0
80,199278,40,4860.4390243902435,0
81,162194,72,2221.8356164383563,1
86,171518,45,3728.6521739130435,0
71,106395,18,5599.736842105263,1
39,110432,82,1330.5060240963855,1
85,62283,26,2306.777777777778,1
38,192313,15,12019.5625,1
59,99825,61,1610.0806451612902,1
87,49026,81,597.8780487804878,1
75,94679,4,18935.8,0
62,81913,94,862.2421052631579,0
87,125927,89,1399.1888888888889,0
49,20172,83,240.14285714285714,1
73,199819,42,4646.953488372093,1
58,180230,74,2403.0666666666666,1
75,127455,96,1313.9690721649486,0
21,173394,9,17339.4,1
70,197585,43,4490.568181818182,0
33,192754,74,2570.0533333333333,1
36,36723,39,918.075,1
38,105401,46,2242.574468085106,1
63,71343,48,1455.9795918367347,1
56,106799,48,2179.5714285714284,0
73,72355,89,803.9444444444445,0
78,21007,58,356.0508474576271,1
68,27469,62,436.015873015873,0
69,91586,66,1366.955223880597,1
65,21582,62,342.57142857142856,0
59,68421,99,684.21,0
85,117987,79,1474.8375,0
49,59693,74,795.9066666666666,1
65,129290,69,1847.0,1
88,48643,31,1520.09375,0
38,119351,19,5967.55,0
83,140289,54,2550.7090909090907,1
37,70304,41,1673.904761904762,1
25,58838,37,1548.3684210526317,0
20,159591,13,11399.357142857143,0
18,30781,28,1061.4137931034484,0
55,46628,71,647.6111111111111,0
28,86802,47,1808.375,1
73,164811,33,4847.382352941177,0
44,155221,3,38805.25,0
31,66499,95,692.6979166666666,1
90,143090,84,1683.4117647058824,0
18,186313,2,62104.333333333336,1
51,57208,51,1100.1538461538462,1
47,81757,93,869.7553191489362,0
45,99173,11,8264.416666666666,1
86,111575,19,5578.75,1
30,61552,25,2367.3846153846152,0
33,148921,32,4512.757575757576,1
74,64333,5,10722.166666666666,0
28,135113,46,2874.744680851064,0
59,46033,1,23016.5,0
66,165536,29,5517.866666666667,1
65,63160,1,31580.0,1
55,158379,29,5279.3,0
65,49872,80,615.7037037037037,0
77,129233,28,4456.310344827586,1
80,198030,96,2041.5463917525774,1
64,58539,84,688.6941176470589,0
75,52588,77,674.2051282051282,0
74,21106,64,324.7076923076923,0
88,104777,26,3880.6296296296296,1
21,189017,48,3857.4897959183672,1
58,179461,93,1909.159574468085,0
38,178665,23,7444.375,1
89,42551,12,3273.153846153846,0
18,149997,93,1595.712765957447,0
20,69777,34,1993.6285714285714,0
89,195422,7,24427.75,0
66,139596,43,3172.6363636363635,1
85,81952,5,13658.666666666666,1
71,96766,58,1640.1016949152543,0
71,21862,39,546.55,1
28,82048,26,3038.814814814815,0
81,45482,3,11370.5,1
83,150462,93,1600.659574468085,0
39,65678,14,4378.533333333334,1
65,59502,19,2975.1,1
50,186731,76,2425.0779220779223,0
78,31777,24,1271.08,1
47,20686,70,291.3521126760563,1
63,57010,21,2591.3636363636365,0
88,188804,56,3312.3508771929824,1
87,82188,9,8218.8,1
77,118381,81,1443.6707317073171,1
38,175165,68,2538.623188405797,0
60,198680,45,4319.130434782609,0
85,136417,97,1392.0102040816328,1
76,101868,43,2315.181818181818,0
31,148795,44,3306.5555555555557,1
76,129497,1,64748.5,1
58,193539,53,3584.0555555555557,0
81,190468,44,4232.622222222222,1
24,80771,35,2243.6388888888887,1
22,169490,10,15408.181818181818,1
21,178013,85,2069.9186046511627,0
50,148235,73,2003.1756756756756,0
22,132046,6,18863.714285714286,1
30,42331,46,900.6595744680851,0
89,110450,61,1781.4516129032259,0
33,87026,88,977.8202247191011,1
60,99372,21,4516.909090909091,0
34,122553,8,13617.0,1
55,120333,80,1485.5925925925926,0
85,142102,97,1450.0204081632653,1
65,66640,29,2221.3333333333335,0
51,162512,16,9559.529411764706,0
86,82970,96,855.360824742268,0
55,174735,63,2730.234375,0
57,51130,47,1065.2083333333333,1
18,94246,26,3490.5925925925926,1
44,75424,92,811.010752688172,1
67,95072,3,23768.0,1
64,97599,72,1336.972602739726,0
62,61479,82,740.710843373494,0
87,158565,9,15856.5,0
71,149941,38,3844.641025641026,1
31,122091,43,2774.7954545454545,0
67,118041,78,1494.1898734177216,1
73,189242,21,8601.90909090909,0
57,37608,2,12536.0,0
22,63281,42,1471.6511627906978,0
68,108250,63,1691.40625,1
88,140273,88,1576.1011235955057,0
23,152694,17,8483.0,1
26,89642,94,943.6,0
46,80823,46,1719.6382978723404,0
35,74396,6,10628.0,1
74,83200,41,1980.952380952381,1
48,47526,39,1188.15,0
69,162166,94,1707.0105263157895,0
90,121646,29,4054.866666666667,0
29,25326,8,2814.0,0
79,182466,59,3041.1,0
38,163723,10,14883.90909090909,1
60,46015,91,500.1630434782609,0
26,59025,50,1157.3529411764705,1
60,50007,1,25003.5,0
38,33113,6,4730.428571428572,0
81,147161,30,4747.129032258064,1
50,141602,44,3146.711111111111,1
46,166170,56,2915.2631578947367,0
74,49873,60,817.5901639344262,0
84,133518,38,3423.5384615384614,1
20,43448,65,658.3030303030303,1
23,36931,11,3077.5833333333335,0
49,150924,16,8877.882352941177,1
41,72103,5,12017.166666666666,0
39,63567,23,2648.625,1
69,79077,50,1550.5294117647059,0
85,128797,63,2012.453125,1
86,48480,44,1077.3333333333333,1
20,136881,78,1732.6708860759493,1
60,166704,99,1667.04,1
67,65627,90,721.1758241758242,0
87,48578,62,771.0793650793651,0
75,148001,36,4000.027027027027,0
29,51298,97,523.4489795918367,0
49,138043,77,1769.7820512820513,1
78,128966,45,2803.608695652174,0
75,31086,62,493.42857142857144,1
45,45188,48,922.204081632653,1
71,151895,42,3532.4418604651164,1
54,117461,24,4698.44,0
49,142600,51,2742.3076923076924,1
33,120208,71,1669.5555555555557,0
47,91491,83,1089.1785714285713,1
59,87480,78,1107.3417721518988,1
65,168977,49,3379.54,1
48,102761,18,5408.473684210527,0
61,21971,57,378.8103448275862,0
43,160387,71,2227.597222222222,0
39,33732,65,511.09090909090907,0
45,54309,36,1467.8108108108108,1
31,45376,89,504.1777777777778,0
21,152303,18,8015.9473684210525,1
46,73907,77,947.525641025641,1
45,129079,15,8067.4375,1
53,47072,25,1810.4615384615386,1
42,153326,41,3650.6190476190477,1
43,116600,10,10600.0,0
79,160046,34,4572.742857142857,1
84,36386,30,1173.741935483871,1
56,121090,64,1862.923076923077,0
19,54441,55,972.1607142857143,1
36,121285,16,7134.411764705882,1
88,183667,1,91833.5,0
28,156839,80,1936.283950617284,1
58,53800,29,1793.3333333333333,1
59,133796,56,2347.2982456140353,0
65,46971,7,5871.375,1
73,186531,28,6432.103448275862,0
25,37283,68,540.3333333333334,1
77,77335,80,954.7530864197531,1
81,172943,18,9102.263157894737,1
26,146587,50,2874.2549019607845,1
50,33827,76,439.31168831168833,0
26,118245,51,2273.9423076923076,0
81,57494,46,1223.276595744681,0
77,152220,36,4114.054054054054,0
35,99451,41,2367.8809523809523,0
62,38651,100,382.6831683168317,1
45,92288,38,2366.358974358974,1
55,129976,24,5199.04,1
50,27987,64,430.5692307692308,1
50,95350,68,1381.8840579710145,0
41,83963,21,3816.5,0
53,151311,9,15131.1,1
69,94574,14,6304.933333333333,0
60,178237,86,2048.7011494252874,1
86,161044,5,26840.666666666668,0
57,57305,57,988.0172413793103,1
89,42499,42,988.3488372093024,1
33,78890,3,19722.5,1
71,78925,45,1715.7608695652175,1
50,108866,4,21773.2,0
50,129258,89,1436.2,1
66,118372,80,1461.3827160493827,0
19,49861,70,702.2676056338029,0
55,141134,7,17641.75,1
77,193985,59,3233.0833333333335,1
41,176260,44,3916.8888888888887,1
85,183665,56,3222.1929824561403,0
70,165881,36,4483.27027027027,1
35,96924,77,1242.6153846153845,1
40,106503,85,1238.406976744186,0
67,109017,64,1677.1846153846154,1
63,175382,35,4871.722222222223,0
48,48666,69,695.2285714285714,1
41,172226,22,7488.086956521739,1
67,92224,7,11528.0,0
44,195608,89,2173.4222222222224,0
89,189396,60,3104.8524590163934,0
86,61405,87,697.7840909090909,0
59,158468,66,2365.194029850746,0
65,50335,53,932.1296296296297,1
37,117522,32,3561.2727272727275,1
64,73380,82,884.0963855421687,0
84,174075,23,7253.125,1
83,144095,44,3202.1111111111113,1
46,54786,22,2382.0,0
40,138328,11,11527.333333333334,1
32,88225,48,1800.5102040816328,1
38,167750,93,1784.5744680851064,1
60,190259,94,2002.7263157894736,0
58,93912,42,2184.0,0
22,124044,48,2531.5102040816328,0
49,91104,39,2277.6,0
62,49640,28,1711.7241379310344,0
83,43834,80,541.1604938271605,1
75,73338,43,1666.7727272727273,1
83,66852,76,868.2077922077922,0
48,181544,85,2110.9767441860463,0
31,48869,64,751.8307692307692,1
30,135044,29,4501.466666666666,0
77,182711,70,2573.394366197183,1
54,56587,99,565.87,0
79,121454,11,10121.166666666666,1
74,45924,62,728.952380952381,1
89,172057,57,2966.5,0
72,64175,95,668.4895833333334,1
26,109094,36,2948.4864864864867,0
44,89374,16,5257.294117647059,1
56,150601,19,7530.05,1
70,68728,13,4909.142857142857,0
36,169536,44,3767.4666666666667,1
75,83635,71,1161.5972222222222,1
82,41000,94,431.57894736842104,1
51,107312,97,1095.0204081632653,0
54,145745,81,1777.378048780488,0
25,38429,26,1423.2962962962963,0
36,129559,59,2159.3166666666666,0
64,141675,8,15741.666666666666,1
57,104519,89,1161.3222222222223,0
25,21151,73,285.8243243243243,0
59,162139,8,18015.444444444445,1
68,113066,90,1242.4835164835165,1
68,85808,52,1619.0188679245282,1
33,174797,12,13445.923076923076,1
64,114177,22,4964.217391304348,0
21,183227,66,2734.731343283582,0
57,90634,41,2157.9523809523807,1
85,72093,93,766.9468085106383,0
25,44190,45,960.6521739130435,0
56,149625,58,2536.0169491525426,0
47,169125,34,4832.142857142857,0
25,116819,27,4172.107142857143,0
20,146953,46,3126.659574468085,0
24,151512,62,2404.9523809523807,1
34,36302,7,4537.75,1
53,134546,57,2319.7586206896553,1
78,156172,92,1679.268817204301,0
46,158396,33,4658.705882352941,1
43,50497,7,6312.125,0
32,70777,77,907.3974358974359,1
79,193072,54,3510.4,1
68,189131,37,4977.131578947368,1
87,180380,89,2004.2222222222222,0
42,41184,39,1029.6,0
85,104387,34,2982.4857142857145,0
56,86520,70,1218.5915492957747,1
72,140267,19,7013.35,1
48,145006,89,1611.1777777777777,0
63,168399,16,9905.823529411764,1
32,110848,23,4618.666666666667,1
41,106700,59,1778.3333333333333,1
22,87382,100,865.1683168316831,1
22,99689,55,1780.1607142857142,0
54,101285,21,4603.863636363636,1
45,76627,32,2322.030303030303,1
41,139304,65,2110.6666666666665,0
62,110070,25,4233.461538461538,0
22,191573,93,2038.0106382978724,1
77,59444,93,632.3829787234042,1
66,141861,96,1462.4845360824743,1
26,177786,65,2693.7272727272725,1
78,133974,68,1941.6521739130435,1
73,137797,72,1887.6301369863013,1
68,51064,65,773.6969696969697,0
54,65596,37,1726.2105263157894,0
18,79825,51,1535.0961538461538,1
26,117494,48,2397.8367346938776,0
45,91384,76,1186.8051948051948,1
61,64012,79,800.15,1
64,28519,9,2851.9,0
83,41285,28,1423.6206896551723,1
84,163293,57,2815.396551724138,1
76,157309,14,10487.266666666666,1
83,132382,72,1813.4520547945206,1
45,71919,84,846.1058823529412,0
88,128608,10,11691.636363636364,0
62,29444,77,377.4871794871795,0
84,103265,49,2065.3,0
44,39622,98,400.22222222222223,0
40,168821,20,8039.0952380952385,1
58,65036,20,3096.9523809523807,1
71,35831,11,2985.9166666666665,0
50,110401,69,1577.1571428571428,1
45,116854,33,3436.8823529411766,1
81,40201,40,980.5121951219512,1
50,155599,82,1874.686746987952,1
74,112347,42,2612.720930232558,0
26,179171,1,89585.5,1
51,176532,83,2101.5714285714284,0
60,79239,64,1219.0615384615385,1
25,162736,3,40684.0,1
43,123598,27,4414.214285714285,0
22,165667,67,2436.279411764706,0
82,41749,60,684.4098360655738,1
42,91497,79,1143.7125,0
53,27064,100,267.96039603960395,0
39,188820,23,7867.5,0
56,29435,57,507.5,1
42,30823,82,371.3614457831325,0
27,95025,7,11878.125,1
38,192146,99,1921.46,0
70,33513,14,2234.2,1
75,131414,37,3458.2631578947367,0
73,57806,38,1482.2051282051282,1
86,170067,37,4475.4473684210525,1
37,169807,37,4468.605263157895,0
30,192797,14,12853.133333333333,0
31,57776,97,589.5510204081633,0
41,76321,30,2461.967741935484,0
38,168448,89,1871.6444444444444,0
81,136365,69,1948.0714285714287,0
60,124147,67,1825.6911764705883,0
45,137608,74,1834.7733333333333,0
73,150387,44,3341.9333333333334,0
79,158192,86,1818.2988505747126,0
71,192412,5,32068.666666666668,1
76,37583,5,6263.833333333333,1
82,58787,85,683.5697674418604,1
42,57558,36,1555.6216216216217,0
50,60462,22,2628.782608695652,1
72,181578,36,4907.513513513513,1
23,55977,89,621.9666666666667,1
85,22507,48,459.3265306122449,1
70,95628,60,1567.672131147541,0
60,34598,98,349.47474747474746,0
42,168458,29,5615.266666666666,0
87,127097,8,14121.888888888889,0
83,170103,84,2001.2117647058824,1
41,29921,43,680.0227272727273,0
60,48106,61,775.9032258064516,1
25,180754,88,2030.943820224719,1
88,120893,1,60446.5,1
66,71941,3,17985.25,0
81,71080,54,1292.3636363636363,1
22,124942,7,15617.75,0
61,115624,85,1344.4651162790697,1
31,167554,61,2702.483870967742,0
77,39291,40,958.3170731707318,1
46,91894,61,1482.1612903225807,1
77,26833,85,312.01162790697674,0
84,157750,13,11267.857142857143,0
36,171879,80,2121.962962962963,0
30,72390,36,1956.4864864864865,1
44,149341,98,1508.4949494949494,0
89,86202,53,1596.3333333333333,0
47,142102,73,1920.2972972972973,0
63,173324,54,3151.3454545454547,1
83,155515,83,1851.3690476190477,0
81,168011,81,2048.9146341463415,0
51,89063,60,1460.049180327869,0
21,101679,89,1129.7666666666667,0
46,21914,84,257.81176470588235,0
43,189992,76,2467.4285714285716,1
78,119372,92,1283.5698924731182,1
82,38100,56,668.421052631579,1
84,154764,69,2210.9142857142856,1
65,117343,20,5587.761904761905,0
24,43914,23,1829.75,1
40,56978,93,606.1489361702128,0
32,147952,2,49317.333333333336,0
29,138993,91,1510.7934782608695,0
82,57620,8,6402.222222222223,0
47,149722,50,2935.725490196078,1
33,187242,99,1872.42,1
27,170020,53,3148.5185185185187,1
90,138727,15,8670.4375,0
31,71009,2,23669.666666666668,1
37,118439,76,1538.1688311688313,1
27,142090,49,2841.8,0
79,68983,59,1149.7166666666667,1
42,72121,86,828.9770114942529,0
60,20960,84,246.58823529411765,0
20,120530,76,1565.3246753246754,1
45,103857,25,3994.5,0
85,156209,56,2740.5087719298244,1
53,144683,62,2296.5555555555557,1
25,74602,60,1222.983606557377,1
67,30910,78,391.26582278481015,1
69,79585,82,958.855421686747,0
75,85833,45,1865.9347826086957,1
71,150304,99,1503.04,0
22,172948,70,2435.887323943662,1
55,155192,27,5542.571428571428,0
69,178038,2,59346.0,0
58,157780,46,3357.021276595745,1
43,199214,5,33202.333333333336,1
75,49753,38,1275.7179487179487,1
32,74035,69,1057.642857142857,0
34,168635,65,2555.0757575757575,1
81,77518,5,12919.666666666666,1
31,176896,71,2456.8888888888887,1
24,47282,37,1244.2631578947369,0
88,86349,36,2333.7567567567567,0
56,60409,80,745.7901234567901,1
80,153831,10,13984.636363636364,1
33,186592,95,1943.6666666666667,1
39,134944,53,2498.962962962963,0
59,40259,59,670.9833333333333,1
48,72012,88,809.123595505618,1
87,171549,45,3729.3260869565215,1
78,57075,46,1214.3617021276596,0
61,105266,88,1182.7640449438202,1
25,164325,49,3286.5,0
74,130880,3,32720.0,1
64,20543,69,293.4714285714286,0
88,101571,57,1751.2241379310344,0
59,149597,45,3252.108695652174,1
54,54954,8,6106.0,1
76,68178,46,1450.595744680851,1
41,82803,11,6900.25,0
39,84715,40,2066.2195121951218,1
29,192127,91,2088.336956521739,1
49,199573,13,14255.214285714286,0
81,178484,82,2150.409638554217,1
70,183598,65,2781.787878787879,0
18,72866,15,4554.125,1
30,175562,93,1867.6808510638298,0
90,102626,15,6414.125,0
81,44514,41,1059.857142857143,0
74,28980,33,852.3529411764706,0
31,172219,36,4654.5675675675675,1
44,90053,95,938.0520833333334,1
32,20445,58,346.52542372881356,0
47,149535,31,4672.96875,0
80,77981,63,1218.453125,1
85,133327,93,1418.372340425532,0
30,126395,16,7435.0,0
39,126426,41,3010.1428571428573,1
26,47815,37,1258.2894736842106,1
54,148233,15,9264.5625,1
38,33980,75,447.10526315789474,0
20,59274,94,623.9368421052632,1
69,49782,89,553.1333333333333,0
56,126556,60,2074.688524590164,1
32,110857,67,1630.25,0
43,33278,51,639.9615384615385,1
34,128016,94,1347.536842105263,1
58,32288,79,403.6,1
38,187068,1,93534.0,1
19,33037,76,429.05194805194805,0
76,69036,60,1131.7377049180327,1
48,125023,25,4808.576923076923,1
63,188891,21,8585.954545454546,1
64,149621,80,1847.1728395061727,1
39,146899,83,1748.797619047619,1
43,155757,38,3993.769230769231,0
88,47127,14,3141.8,1
44,104453,71,1450.736111111111,1
77,151246,36,4087.7297297297296,0
87,22866,58,387.5593220338983,1
31,150792,91,1639.0434782608695,0
40,50027,77,641.3717948717949,1
89,193167,10,17560.636363636364,1
18,170203,52,3211.377358490566,0
40,27323,54,496.7818181818182,1
56,117101,55,2091.089285714286,1
26,38363,72,525.5205479452055,0
26,125880,17,6993.333333333333,0
39,167252,24,6690.08,1
26,49997,71,694.4027777777778,1
40,177037,60,2902.245901639344,1
30,116314,18,6121.789473684211,1
75,143867,60,2358.4754098360654,0
69,157043,97,1602.4795918367347,1
70,160342,63,2505.34375,1
53,36538,17,2029.888888888889,1
86,120223,45,2613.5434782608695,0
39,186160,27,6648.571428571428,0
84,132355,82,1594.6385542168675,0
21,63239,95,658.7395833333334,0
85,37248,26,1379.5555555555557,0
39,41327,100,409.1782178217822,1
36,39531,68,572.9130434782609,1
30,178991,67,2632.220588235294,0
44,182804,76,2374.0779220779223,1
90,145731,61,2350.5,1
22,28911,9,2891.1,1
39,48250,30,1556.4516129032259,1
29,163619,53,3029.9814814814813,0
65,135754,97,1385.2448979591836,0
21,96774,94,1018.6736842105263,1
69,124624,76,1618.4935064935064,1
86,125101,94,1316.8526315789475,1
62,110433,36,2984.675675675676,1
52,167707,93,1784.1170212765958,1
54,68449,17,3802.722222222222,0
61,178508,56,3131.719298245614,1
49,94482,66,1410.1791044776119,0
59,33677,24,1347.08,0
86,170970,33,5028.529411764706,0
76,112308,52,2119.0188679245284,0
53,112830,56,1979.4736842105262,1
39,37831,79,472.8875,1
38,23738,2,7912.666666666667,0
49,25395,61,409.5967741935484,0
79,179076,13,12791.142857142857,0
29,93689,35,2602.472222222222,1
77,70545,47,1469.6875,1
40,52334,39,1308.35,0
60,48997,50,960.7254901960785,1
75,31232,6,4461.714285714285,1
48,37643,97,384.11224489795916,0
19,146976,8,16330.666666666666,1
34,24639,8,2737.6666666666665,0
61,152029,73,2054.445945945946,0
27,51953,13,3710.9285714285716,0
73,20402,48,416.3673469387755,0
37,193712,88,2176.5393258426966,0
26,170583,2,56861.0,1
19,132045,17,7335.833333333333,0
52,140793,53,2607.277777777778,0
31,188489,18,9920.473684210527,1
88,179156,91,1947.3478260869565,1
59,134833,20,6420.619047619048,0
60,63097,100,624.7227722772277,1
32,48600,54,883.6363636363636,1
86,82118,25,3158.3846153846152,1
72,185747,89,2063.8555555555554,1
58,174766,77,2240.5897435897436,1
29,98531,7,12316.375,0
49,37168,68,538.6666666666666,0
57,47900,53,887.0370370370371,1
41,184405,56,3235.1754385964914,1
61,32850,79,410.625,1
65,174215,76,2262.5324675324673,1
48,191809,38,4918.179487179487,1
27,176979,57,3051.362068965517,1
77,80506,63,1257.90625,1
53,181040,29,6034.666666666667,0
78,173818,61,2803.516129032258,0
85,174206,73,2354.135135135135,1
65,177888,45,3867.1304347826085,0
18,124274,98,1255.2929292929293,0
78,111665,52,2106.8867924528304,0
83,40526,23,1688.5833333333333,0
76,123900,89,1376.6666666666667,0
35,46998,34,1342.8,1
20,136152,68,1973.2173913043478,1
47,91085,29,3036.1666666666665,0
90,72766,79,909.575,1
29,71559,69,1022.2714285714286,1
68,97277,62,1544.079365079365,0
70,72996,53,1351.7777777777778,1
53,181849,57,3135.3275862068967,0
25,141681,2,47227.0,1
49,92558,20,4407.523809523809,0
18,38303,57,660.3965517241379,0
26,50066,92,538.3440860215054,0
22,172552,48,3521.469387755102,0
49,105730,88,1187.9775280898875,0
51,94191,85,1095.2441860465117,0
44,164564,18,8661.263157894737,0
77,186744,54,3395.3454545454547,0
21,109217,56,1916.0877192982457,1
32,145504,11,12125.333333333334,1
36,50824,28,1752.551724137931,0
44,132809,4,26561.8,1
37,108494,79,1356.175,1
27,143565,85,1669.360465116279,1
34,180227,75,2371.407894736842,1
46,48972,2,16324.0,0
87,170113,40,4149.09756097561,1
85,43583,45,947.4565217391304,1
56,81251,96,837.639175257732,0
51,55473,15,3467.0625,0
56,177413,42,4125.883720930233,1
26,112177,99,1121.77,1
42,77552,70,1092.281690140845,0
69,60363,95,628.78125,1
29,179407,72,2457.6301369863013,1
62,98788,98,997.8585858585859,0
54,167059,3,41764.75,0
70,30218,91,328.45652173913044,1
33,113515,90,1247.4175824175825,0
24,176544,29,5884.8,0
81,163567,42,3803.8837209302324,1
83,133374,20,6351.142857142857,0
18,197622,26,7319.333333333333,1
46,151302,48,3087.795918367347,1
49,146540,58,2483.728813559322,0
27,91704,38,2351.3846153846152,1
65,32329,52,609.9811320754717,1
33,110345,71,1532.5694444444443,0
25,169034,21,7683.363636363636,1
35,190372,48,3885.1428571428573,0
33,57756,42,1343.1627906976744,1
79,79969,28,2757.551724137931,1
71,181114,29,6037.133333333333,1
29,70145,54,1275.3636363636363,0
87,138361,34,3953.1714285714284,0
35,93404,92,1004.3440860215054,1
86,199141,32,6034.575757575758,0
72,167283,74,2230.44,1
22,115032,35,3195.3333333333335,0
20,99672,45,2166.782608695652,0
69,44988,100,445.4257425742574,1
34,150561,15,9410.0625,1
41,162207,25,6238.7307692307695,0
85,113099,19,5654.95,0
51,69299,87,787.4886363636364,1
67,40579,31,1268.09375,1
83,149280,31,4665.0,1
34,147407,17,8189.277777777777,0
39,175787,73,2375.5,0
18,143504,60,2352.5245901639346,1
49,104303,4,20860.6,0
80,187766,38,4814.51282051282,1
74,62089,87,705.5568181818181,0
21,75949,47,1582.2708333333333,1
25,88106,58,1493.322033898305,0
49,80811,53,1496.5,1
75,80555,28,2777.7586206896553,1
32,98739,95,1028.53125,0
22,95326,27,3404.5,0
83,25186,30,812.4516129032259,1
50,75016,2,25005.333333333332,1
25,157147,37,4135.4473684210525,0
68,89439,76,1161.5454545454545,1
72,156751,32,4750.030303030303,1
52,197076,97,2010.9795918367347,0
33,163359,60,2678.0163934426228,1
50,46454,88,521.9550561797753,0
71,71975,69,1028.2142857142858,0
59,69600,72,953.4246575342465,0
50,53912,1,26956.0,1
35,168451,12,12957.76923076923,0
65,185861,26,6883.740740740741,1
42,195654,40,4772.048780487805,1
31,36849,8,4094.3333333333335,1
47,187633,15,11727.0625,1
80,128018,82,1542.3855421686746,1
86,180641,81,2202.939024390244,1
54,193374,81,2358.2195121951218,0
53,194303,65,2943.9848484848485,1
48,169021,10,15365.545454545454,0
41,146396,50,2870.5098039215686,1
26,176883,75,2327.407894736842,1
58,77666,48,1585.0204081632653,1
86,89618,30,2890.9032258064517,0
25,69417,49,1388.34,0
71,125620,55,2243.214285714286,1
85,142923,65,2165.5,0
67,87282,24,3491.28,1
77,147360,12,11335.384615384615,1
45,61043,26,2260.8518518518517,1
89,176269,32,5341.484848484848,0
84,180961,65,2741.8333333333335,1
64,74184,4,14836.8,0
56,189816,87,2157.0,0
46,75480,16,4440.0,0
80,51849,59,864.15,0
26,60873,42,1415.6511627906978,0
84,196453,92,2112.3978494623657,1
29,78823,24,3152.92,0
33,155602,17,8644.555555555555,0
70,96953,45,2107.6739130434785,1
56,34007,84,400.08235294117645,0
87,21701,30,700.0322580645161,1
50,40260,44,894.6666666666666,1
62,105875,45,2301.6304347826085,0
90,160305,88,1801.1797752808989,1
31,134749,91,1464.6630434782608,1
23,147907,54,2689.2181818181816,0
62,121849,55,2175.875,1
30,84733,68,1228.0144927536232,0
79,82390,87,936.25,0
89,189514,55,3384.1785714285716,0
64,184800,94,1945.2631578947369,0
